value,name,bgg_id,date,type,classification
"Deck, Bag, and Pool Building",Xenon Profiteer,176530,1/2/2024,classification,boardgamemechanic
Hand Management,Xenon Profiteer,176530,1/2/2024,classification,boardgamemechanic
Income,Xenon Profiteer,176530,1/2/2024,classification,boardgamemechanic
Open Drafting,Xenon Profiteer,176530,1/2/2024,classification,boardgamemechanic
Tags,Xenon Profiteer,176530,1/2/2024,classification,boardgamemechanic
Commodity Speculation,Shipwrights of the North Sea,75547,1/2/2024,classification,boardgamemechanic
Hand Management,Shipwrights of the North Sea,75547,1/2/2024,classification,boardgamemechanic
Open Drafting,Shipwrights of the North Sea,75547,1/2/2024,classification,boardgamemechanic
Trading,Shipwrights of the North Sea,75547,1/2/2024,classification,boardgamemechanic
Auction/Bidding,1822: The Railways of Great Britain,193867,1/2/2024,classification,boardgamemechanic
Market,1822: The Railways of Great Britain,193867,1/2/2024,classification,boardgamemechanic
Network and Route Building,1822: The Railways of Great Britain,193867,1/2/2024,classification,boardgamemechanic
Ownership,1822: The Railways of Great Britain,193867,1/2/2024,classification,boardgamemechanic
Stock Holding,1822: The Railways of Great Britain,193867,1/2/2024,classification,boardgamemechanic
Tile Placement,1822: The Railways of Great Britain,193867,1/2/2024,classification,boardgamemechanic
Victory Points as a Resource,1822: The Railways of Great Britain,193867,1/2/2024,classification,boardgamemechanic
Hand Management,Joking Hazard,193621,1/2/2024,classification,boardgamemechanic
Player Judge,Joking Hazard,193621,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Joking Hazard,193621,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Thunderstone Advance: Towers of Ruin,116998,1/2/2024,classification,boardgamemechanic
Hand Management,Thunderstone Advance: Towers of Ruin,116998,1/2/2024,classification,boardgamemechanic
Open Drafting,Thunderstone Advance: Towers of Ruin,116998,1/2/2024,classification,boardgamemechanic
Connections,Passtally,252265,1/2/2024,classification,boardgamemechanic
Network and Route Building,Passtally,252265,1/2/2024,classification,boardgamemechanic
Tile Placement,Passtally,252265,1/2/2024,classification,boardgamemechanic
Push Your Luck,Medici: The Card Game,202288,1/2/2024,classification,boardgamemechanic
Set Collection,Medici: The Card Game,202288,1/2/2024,classification,boardgamemechanic
Cooperative Game,Freedom: The Underground Railroad,119506,1/2/2024,classification,boardgamemechanic
Pick-up and Deliver,Freedom: The Underground Railroad,119506,1/2/2024,classification,boardgamemechanic
Point to Point Movement,Freedom: The Underground Railroad,119506,1/2/2024,classification,boardgamemechanic
Push Your Luck,Freedom: The Underground Railroad,119506,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Freedom: The Underground Railroad,119506,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Freedom: The Underground Railroad,119506,1/2/2024,classification,boardgamemechanic
Connections,Trans Europa,16267,1/2/2024,classification,boardgamemechanic
Race,Trans Europa,16267,1/2/2024,classification,boardgamemechanic
Score-and-Reset Game,Trans Europa,16267,1/2/2024,classification,boardgamemechanic
Area Movement,A Touch of Evil: The Supernatural Game,35815,1/2/2024,classification,boardgamemechanic
Cooperative Game,A Touch of Evil: The Supernatural Game,35815,1/2/2024,classification,boardgamemechanic
Dice Rolling,A Touch of Evil: The Supernatural Game,35815,1/2/2024,classification,boardgamemechanic
Roll / Spin and Move,A Touch of Evil: The Supernatural Game,35815,1/2/2024,classification,boardgamemechanic
Variable Player Powers,A Touch of Evil: The Supernatural Game,35815,1/2/2024,classification,boardgamemechanic
Dice Rolling,Ra: The Dice Game,35503,1/2/2024,classification,boardgamemechanic
Die Icon Resolution,Ra: The Dice Game,35503,1/2/2024,classification,boardgamemechanic
End Game Bonuses,Ra: The Dice Game,35503,1/2/2024,classification,boardgamemechanic
Re-rolling and Locking,Ra: The Dice Game,35503,1/2/2024,classification,boardgamemechanic
Set Collection,Ra: The Dice Game,35503,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Inis,155821,1/2/2024,classification,boardgamemechanic
Area Movement,Inis,155821,1/2/2024,classification,boardgamemechanic
Campaign / Battle Card Driven,Inis,155821,1/2/2024,classification,boardgamemechanic
Closed Drafting,Inis,155821,1/2/2024,classification,boardgamemechanic
Hand Management,Inis,155821,1/2/2024,classification,boardgamemechanic
Interrupts,Inis,155821,1/2/2024,classification,boardgamemechanic
King of the Hill,Inis,155821,1/2/2024,classification,boardgamemechanic
Map Addition,Inis,155821,1/2/2024,classification,boardgamemechanic
Modular Board,Inis,155821,1/2/2024,classification,boardgamemechanic
Variable Set-up,Inis,155821,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Cuba Libre,111799,1/2/2024,classification,boardgamemechanic
Area Movement,Cuba Libre,111799,1/2/2024,classification,boardgamemechanic
Dice Rolling,Cuba Libre,111799,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Cuba Libre,111799,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Cuba Libre,111799,1/2/2024,classification,boardgamemechanic
Area Movement,Wizard's Quest,310,1/2/2024,classification,boardgamemechanic
Dice Rolling,Wizard's Quest,310,1/2/2024,classification,boardgamemechanic
Simulation,Wizard's Quest,310,1/2/2024,classification,boardgamemechanic
Variable Phase Order,Wizard's Quest,310,1/2/2024,classification,boardgamemechanic
Dice Rolling,Hunt for the Ring,216070,1/2/2024,classification,boardgamemechanic
Hidden Movement,Hunt for the Ring,216070,1/2/2024,classification,boardgamemechanic
Point to Point Movement,Hunt for the Ring,216070,1/2/2024,classification,boardgamemechanic
Secret Unit Deployment,Hunt for the Ring,216070,1/2/2024,classification,boardgamemechanic
Team-Based Game,Hunt for the Ring,216070,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Hunt for the Ring,216070,1/2/2024,classification,boardgamemechanic
Area Movement,Axis & Allies: D-Day,10081,1/2/2024,classification,boardgamemechanic
Dice Rolling,Axis & Allies: D-Day,10081,1/2/2024,classification,boardgamemechanic
Team-Based Game,Axis & Allies: D-Day,10081,1/2/2024,classification,boardgamemechanic
Dice Rolling,Tokyo Express: The Guadalcanal Naval Campaign – 1942,1681,1/2/2024,classification,boardgamemechanic
Grid Movement,Tokyo Express: The Guadalcanal Naval Campaign – 1942,1681,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Tokyo Express: The Guadalcanal Naval Campaign – 1942,1681,1/2/2024,classification,boardgamemechanic
Movement Points,Tokyo Express: The Guadalcanal Naval Campaign – 1942,1681,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Tokyo Express: The Guadalcanal Naval Campaign – 1942,1681,1/2/2024,classification,boardgamemechanic
Simulation,Tokyo Express: The Guadalcanal Naval Campaign – 1942,1681,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Tokyo Express: The Guadalcanal Naval Campaign – 1942,1681,1/2/2024,classification,boardgamemechanic
Cooperative Game,Deckscape: Test Time,218311,1/2/2024,classification,boardgamemechanic
Move Through Deck,Deckscape: Test Time,218311,1/2/2024,classification,boardgamemechanic
Real-Time,Deckscape: Test Time,218311,1/2/2024,classification,boardgamemechanic
Action Queue,The Island of El Dorado,230191,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,The Island of El Dorado,230191,1/2/2024,classification,boardgamemechanic
Dice Rolling,The Island of El Dorado,230191,1/2/2024,classification,boardgamemechanic
Modular Board,The Island of El Dorado,230191,1/2/2024,classification,boardgamemechanic
Roll / Spin and Move,The Island of El Dorado,230191,1/2/2024,classification,boardgamemechanic
Tile Placement,The Island of El Dorado,230191,1/2/2024,classification,boardgamemechanic
Trading,The Island of El Dorado,230191,1/2/2024,classification,boardgamemechanic
Worker Placement,The Island of El Dorado,230191,1/2/2024,classification,boardgamemechanic
Closed Drafting,Medieval Academy,154386,1/2/2024,classification,boardgamemechanic
Hand Management,Medieval Academy,154386,1/2/2024,classification,boardgamemechanic
Modular Board,Medieval Academy,154386,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Medieval Academy,154386,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Terrible Swift Sword: Battle of Gettysburg Game,3577,1/2/2024,classification,boardgamemechanic
Ratio / Combat Results Table,Terrible Swift Sword: Battle of Gettysburg Game,3577,1/2/2024,classification,boardgamemechanic
Zone of Control,Terrible Swift Sword: Battle of Gettysburg Game,3577,1/2/2024,classification,boardgamemechanic
Cooperative Game,Intrepid,302461,1/2/2024,classification,boardgamemechanic
Dice Rolling,Intrepid,302461,1/2/2024,classification,boardgamemechanic
Events,Intrepid,302461,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Intrepid,302461,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Intrepid,302461,1/2/2024,classification,boardgamemechanic
Tile Placement,Intrepid,302461,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Intrepid,302461,1/2/2024,classification,boardgamemechanic
Cooperative Game,X-Men: Mutant Insurrection,315937,1/2/2024,classification,boardgamemechanic
Dice Rolling,X-Men: Mutant Insurrection,315937,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,X-Men: Mutant Insurrection,315937,1/2/2024,classification,boardgamemechanic
Bingo,Super Mega Lucky Box,341530,1/2/2024,classification,boardgamemechanic
Paper-and-Pencil,Super Mega Lucky Box,341530,1/2/2024,classification,boardgamemechanic
Pattern Building,Super Mega Lucky Box,341530,1/2/2024,classification,boardgamemechanic
Acting,Time's Up! Deluxe,37141,1/2/2024,classification,boardgamemechanic
Communication Limits,Time's Up! Deluxe,37141,1/2/2024,classification,boardgamemechanic
Memory,Time's Up! Deluxe,37141,1/2/2024,classification,boardgamemechanic
Team-Based Game,Time's Up! Deluxe,37141,1/2/2024,classification,boardgamemechanic
Cooperative Game,Project: ELITE,256999,1/2/2024,classification,boardgamemechanic
Dice Rolling,Project: ELITE,256999,1/2/2024,classification,boardgamemechanic
Elapsed Real Time Ending,Project: ELITE,256999,1/2/2024,classification,boardgamemechanic
Grid Movement,Project: ELITE,256999,1/2/2024,classification,boardgamemechanic
Line of Sight,Project: ELITE,256999,1/2/2024,classification,boardgamemechanic
Real-Time,Project: ELITE,256999,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Project: ELITE,256999,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Project: ELITE,256999,1/2/2024,classification,boardgamemechanic
Open Drafting,Enigma,127312,1/2/2024,classification,boardgamemechanic
Pattern Recognition,Enigma,127312,1/2/2024,classification,boardgamemechanic
Tile Placement,Enigma,127312,1/2/2024,classification,boardgamemechanic
Auction/Bidding,It's Alive!,28396,1/2/2024,classification,boardgamemechanic
Set Collection,It's Alive!,28396,1/2/2024,classification,boardgamemechanic
Hidden Roles,Mascarade,139030,1/2/2024,classification,boardgamemechanic
Memory,Mascarade,139030,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Mascarade,139030,1/2/2024,classification,boardgamemechanic
Action Points,The Builders: Middle Ages,144553,1/2/2024,classification,boardgamemechanic
Open Drafting,The Builders: Middle Ages,144553,1/2/2024,classification,boardgamemechanic
Set Collection,The Builders: Middle Ages,144553,1/2/2024,classification,boardgamemechanic
Auction/Bidding,1870: Railroading Across the Trans Mississippi from 1870,424,1/2/2024,classification,boardgamemechanic
Hexagon Grid,1870: Railroading Across the Trans Mississippi from 1870,424,1/2/2024,classification,boardgamemechanic
Network and Route Building,1870: Railroading Across the Trans Mississippi from 1870,424,1/2/2024,classification,boardgamemechanic
Stock Holding,1870: Railroading Across the Trans Mississippi from 1870,424,1/2/2024,classification,boardgamemechanic
Action Points,Masters of the Night,288385,1/2/2024,classification,boardgamemechanic
Cooperative Game,Masters of the Night,288385,1/2/2024,classification,boardgamemechanic
Modular Board,Masters of the Night,288385,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Masters of the Night,288385,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Rune Stones,285265,1/2/2024,classification,boardgamemechanic
Dice Rolling,Rune Stones,285265,1/2/2024,classification,boardgamemechanic
Hand Management,Rune Stones,285265,1/2/2024,classification,boardgamemechanic
Multi-Use Cards,Rune Stones,285265,1/2/2024,classification,boardgamemechanic
Set Collection,Rune Stones,285265,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Federation,345868,1/2/2024,classification,boardgamemechanic
End Game Bonuses,Federation,345868,1/2/2024,classification,boardgamemechanic
Variable Set-up,Federation,345868,1/2/2024,classification,boardgamemechanic
Voting,Federation,345868,1/2/2024,classification,boardgamemechanic
Worker Placement,Federation,345868,1/2/2024,classification,boardgamemechanic
"Worker Placement, Different Worker Types",Federation,345868,1/2/2024,classification,boardgamemechanic
Open Drafting,Mint Works,200077,1/2/2024,classification,boardgamemechanic
Ownership,Mint Works,200077,1/2/2024,classification,boardgamemechanic
Turn Order: Claim Action,Mint Works,200077,1/2/2024,classification,boardgamemechanic
Worker Placement,Mint Works,200077,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",The Quest for El Dorado: The Golden Temples,271615,1/2/2024,classification,boardgamemechanic
Grid Movement,The Quest for El Dorado: The Golden Temples,271615,1/2/2024,classification,boardgamemechanic
Hand Management,The Quest for El Dorado: The Golden Temples,271615,1/2/2024,classification,boardgamemechanic
Modular Board,The Quest for El Dorado: The Golden Temples,271615,1/2/2024,classification,boardgamemechanic
Open Drafting,The Quest for El Dorado: The Golden Temples,271615,1/2/2024,classification,boardgamemechanic
Pick-up and Deliver,The Quest for El Dorado: The Golden Temples,271615,1/2/2024,classification,boardgamemechanic
Race,The Quest for El Dorado: The Golden Temples,271615,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",The Lord of the Rings: The Two Towers Deck-Building Game,142555,1/2/2024,classification,boardgamemechanic
Stacking and Balancing,Go Cuckoo!,192547,1/2/2024,classification,boardgamemechanic
Acting,Spyfall,166384,1/2/2024,classification,boardgamemechanic
Communication Limits,Spyfall,166384,1/2/2024,classification,boardgamemechanic
Memory,Spyfall,166384,1/2/2024,classification,boardgamemechanic
Role Playing,Spyfall,166384,1/2/2024,classification,boardgamemechanic
Roles with Asymmetric Information,Spyfall,166384,1/2/2024,classification,boardgamemechanic
Targeted Clues,Spyfall,166384,1/2/2024,classification,boardgamemechanic
Traitor Game,Spyfall,166384,1/2/2024,classification,boardgamemechanic
Voting,Spyfall,166384,1/2/2024,classification,boardgamemechanic
Auction: Turn Order Until Pass,You're Bluffing!,1117,1/2/2024,classification,boardgamemechanic
Betting and Bluffing,You're Bluffing!,1117,1/2/2024,classification,boardgamemechanic
Hand Management,You're Bluffing!,1117,1/2/2024,classification,boardgamemechanic
