value,name,bgg_id,date,type,classification
Campaign / Battle Card Driven,Fields of Fire 2,139433,1/2/2024,classification,boardgamemechanic
Hand Management,A Game of Thrones Collectible Card Game,4286,1/2/2024,classification,boardgamemechanic
Acting,Reverse Charades,86156,1/2/2024,classification,boardgamemechanic
Command Cards,Aeon Trespass: Odyssey,242705,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,A Gentle Rain,334011,1/2/2024,classification,boardgamemechanic
Cooperative Game,Aeon Trespass: Odyssey,242705,1/2/2024,classification,boardgamemechanic
Map Addition,Aeon Trespass: Odyssey,242705,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Aeon Trespass: Odyssey,242705,1/2/2024,classification,boardgamemechanic
Tech Trees / Tech Tracks,Aeon Trespass: Odyssey,242705,1/2/2024,classification,boardgamemechanic
Auction/Bidding,Funkenschlag,12166,1/2/2024,classification,boardgamemechanic
Dice Rolling,Shadow Hunters,24068,1/2/2024,classification,boardgamemechanic
Hidden Roles,Shadow Hunters,24068,1/2/2024,classification,boardgamemechanic
Player Elimination,Shadow Hunters,24068,1/2/2024,classification,boardgamemechanic
Team-Based Game,Shadow Hunters,24068,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Shadow Hunters,24068,1/2/2024,classification,boardgamemechanic
Dice Rolling,Blood Bowl (Second Edition),2288,1/2/2024,classification,boardgamemechanic
Grid Movement,Blood Bowl (Second Edition),2288,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Blood Bowl (Second Edition),2288,1/2/2024,classification,boardgamemechanic
Network and Route Building,Funkenschlag,12166,1/2/2024,classification,boardgamemechanic
Action Drafting,Tiletum,351913,1/2/2024,classification,boardgamemechanic
Tile Placement,A Gentle Rain,334011,1/2/2024,classification,boardgamemechanic
Multi-Use Cards,Town Builder: Coevorden,255633,1/2/2024,classification,boardgamemechanic
Contracts,Cosmic Run: Regeneration,240464,1/2/2024,classification,boardgamemechanic
Dice Rolling,Cosmic Run: Regeneration,240464,1/2/2024,classification,boardgamemechanic
Push Your Luck,Cosmic Run: Regeneration,240464,1/2/2024,classification,boardgamemechanic
Race,Cosmic Run: Regeneration,240464,1/2/2024,classification,boardgamemechanic
Re-rolling and Locking,Cosmic Run: Regeneration,240464,1/2/2024,classification,boardgamemechanic
Set Collection,Cosmic Run: Regeneration,240464,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Cosmic Run: Regeneration,240464,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Dice Forge,194594,1/2/2024,classification,boardgamemechanic
Dice Rolling,Dice Forge,194594,1/2/2024,classification,boardgamemechanic
Open Drafting,Dice Forge,194594,1/2/2024,classification,boardgamemechanic
Random Production,Dice Forge,194594,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Apex Theropod Deck-Building Game,156266,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Apex Theropod Deck-Building Game,156266,1/2/2024,classification,boardgamemechanic
Cooperative Game,Escape Room in a Box: The Werewolf Experiment,188720,1/2/2024,classification,boardgamemechanic
Paper-and-Pencil,Escape Room in a Box: The Werewolf Experiment,188720,1/2/2024,classification,boardgamemechanic
Action Points,Pax Porfiriana,128780,1/2/2024,classification,boardgamemechanic
Action Points,Tiletum,351913,1/2/2024,classification,boardgamemechanic
Contracts,Tiletum,351913,1/2/2024,classification,boardgamemechanic
Dice Rolling,Tiletum,351913,1/2/2024,classification,boardgamemechanic
End Game Bonuses,Tiletum,351913,1/2/2024,classification,boardgamemechanic
Open Drafting,Town Builder: Coevorden,255633,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Town Builder: Coevorden,255633,1/2/2024,classification,boardgamemechanic
Action Queue,Oh My Goods!,183840,1/2/2024,classification,boardgamemechanic
Contracts,Oh My Goods!,183840,1/2/2024,classification,boardgamemechanic
Memory,Dawn Under,10814,1/2/2024,classification,boardgamemechanic
Hand Management,Oh My Goods!,183840,1/2/2024,classification,boardgamemechanic
Multi-Use Cards,Oh My Goods!,183840,1/2/2024,classification,boardgamemechanic
Push Your Luck,Oh My Goods!,183840,1/2/2024,classification,boardgamemechanic
Set Collection,Oh My Goods!,183840,1/2/2024,classification,boardgamemechanic
Turn Order: Progressive,Oh My Goods!,183840,1/2/2024,classification,boardgamemechanic
Variable Set-up,Oh My Goods!,183840,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Ruthless,234450,1/2/2024,classification,boardgamemechanic
Hand Management,Ruthless,234450,1/2/2024,classification,boardgamemechanic
Point to Point Movement,Tiletum,351913,1/2/2024,classification,boardgamemechanic
Set Collection,Tiletum,351913,1/2/2024,classification,boardgamemechanic
Auction/Bidding,Crimson Company,249814,1/2/2024,classification,boardgamemechanic
Open Drafting,Crimson Company,249814,1/2/2024,classification,boardgamemechanic
Auction/Bidding,Sidereal Confluence,202426,1/2/2024,classification,boardgamemechanic
Hidden Victory Points,Sidereal Confluence,202426,1/2/2024,classification,boardgamemechanic
Negotiation,Sidereal Confluence,202426,1/2/2024,classification,boardgamemechanic
Real-Time,Sidereal Confluence,202426,1/2/2024,classification,boardgamemechanic
Command Cards,Mutabo,238094,1/2/2024,classification,boardgamemechanic
Cooperative Game,Mutabo,238094,1/2/2024,classification,boardgamemechanic
Finale Ending,Pax Porfiriana,128780,1/2/2024,classification,boardgamemechanic
Hand Management,Pax Porfiriana,128780,1/2/2024,classification,boardgamemechanic
Income,Pax Porfiriana,128780,1/2/2024,classification,boardgamemechanic
Market,Pax Porfiriana,128780,1/2/2024,classification,boardgamemechanic
Open Drafting,Pax Porfiriana,128780,1/2/2024,classification,boardgamemechanic
Simulation,Pax Porfiriana,128780,1/2/2024,classification,boardgamemechanic
Take That,Pax Porfiriana,128780,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Pax Porfiriana,128780,1/2/2024,classification,boardgamemechanic
Dice Rolling,Catan: Traveler – Compact Edition,172994,1/2/2024,classification,boardgamemechanic
Hand Management,Catan: Traveler – Compact Edition,172994,1/2/2024,classification,boardgamemechanic
Modular Board,Catan: Traveler – Compact Edition,172994,1/2/2024,classification,boardgamemechanic
Dice Rolling,Pulsar 2849,228341,1/2/2024,classification,boardgamemechanic
Open Drafting,Pulsar 2849,228341,1/2/2024,classification,boardgamemechanic
Point to Point Movement,Pulsar 2849,228341,1/2/2024,classification,boardgamemechanic
Worker Placement with Dice Workers,Pulsar 2849,228341,1/2/2024,classification,boardgamemechanic
Action Points,Hellas,4529,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Hellas,4529,1/2/2024,classification,boardgamemechanic
Grid Movement,Hellas,4529,1/2/2024,classification,boardgamemechanic
Hand Management,Hellas,4529,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Hellas,4529,1/2/2024,classification,boardgamemechanic
Map Addition,Hellas,4529,1/2/2024,classification,boardgamemechanic
Modular Board,Hellas,4529,1/2/2024,classification,boardgamemechanic
Tile Placement,Hellas,4529,1/2/2024,classification,boardgamemechanic
Action Points,Biosphere,237251,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Biosphere,237251,1/2/2024,classification,boardgamemechanic
Grid Movement,Biosphere,237251,1/2/2024,classification,boardgamemechanic
Open Drafting,Biosphere,237251,1/2/2024,classification,boardgamemechanic
Connections,Rajas of the Ganges,220877,1/2/2024,classification,boardgamemechanic
Dice Rolling,Rajas of the Ganges,220877,1/2/2024,classification,boardgamemechanic
Network and Route Building,Rajas of the Ganges,220877,1/2/2024,classification,boardgamemechanic
Race,Rajas of the Ganges,220877,1/2/2024,classification,boardgamemechanic
Tile Placement,Rajas of the Ganges,220877,1/2/2024,classification,boardgamemechanic
Paper-and-Pencil,Mutabo,238094,1/2/2024,classification,boardgamemechanic
Real-Time,Mutabo,238094,1/2/2024,classification,boardgamemechanic
Storytelling,Mutabo,238094,1/2/2024,classification,boardgamemechanic
Dice Rolling,That's Life!,17240,1/2/2024,classification,boardgamemechanic
End Game Bonuses,Azul: Queen's Garden,346965,1/2/2024,classification,boardgamemechanic
Hand Management,Autobahn,348554,1/2/2024,classification,boardgamemechanic
Action Points,Unmatched: For King and Country,326937,1/2/2024,classification,boardgamemechanic
Closed Drafting,Key Flow,252446,1/2/2024,classification,boardgamemechanic
Neighbor Scope,Key Flow,252446,1/2/2024,classification,boardgamemechanic
Network and Route Building,Key Flow,252446,1/2/2024,classification,boardgamemechanic
Pattern Building,Azul: Queen's Garden,346965,1/2/2024,classification,boardgamemechanic
Set Collection,Azul: Queen's Garden,346965,1/2/2024,classification,boardgamemechanic
Card Play Conflict Resolution,Unmatched: For King and Country,326937,1/2/2024,classification,boardgamemechanic
Hand Management,Unmatched: For King and Country,326937,1/2/2024,classification,boardgamemechanic
Open Drafting,Ruthless,234450,1/2/2024,classification,boardgamemechanic
Set Collection,Ruthless,234450,1/2/2024,classification,boardgamemechanic
Hand Management,Hens,348447,1/2/2024,classification,boardgamemechanic
Open Drafting,Hens,348447,1/2/2024,classification,boardgamemechanic
Pattern Building,Hens,348447,1/2/2024,classification,boardgamemechanic
Set Collection,Hens,348447,1/2/2024,classification,boardgamemechanic
Tile Placement,Hens,348447,1/2/2024,classification,boardgamemechanic
Variable Set-up,Hens,348447,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Quarriors!,91536,1/2/2024,classification,boardgamemechanic
Dice Rolling,Quarriors!,91536,1/2/2024,classification,boardgamemechanic
Open Drafting,Quarriors!,91536,1/2/2024,classification,boardgamemechanic
End Game Bonuses,Murano,163413,1/2/2024,classification,boardgamemechanic
Rondel,Murano,163413,1/2/2024,classification,boardgamemechanic
Tile Placement,Murano,163413,1/2/2024,classification,boardgamemechanic
Track Movement,Murano,163413,1/2/2024,classification,boardgamemechanic
Area Movement,War Room,229713,1/2/2024,classification,boardgamemechanic
Map Reduction,That's Life!,17240,1/2/2024,classification,boardgamemechanic
Modular Board,That's Life!,17240,1/2/2024,classification,boardgamemechanic
Roll / Spin and Move,That's Life!,17240,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Ground Floor (Second Edition),255659,1/2/2024,classification,boardgamemechanic
Worker Placement,Ground Floor (Second Edition),255659,1/2/2024,classification,boardgamemechanic
Dice Rolling,Khôra: Rise of an Empire,299684,1/2/2024,classification,boardgamemechanic
Income,Khôra: Rise of an Empire,299684,1/2/2024,classification,boardgamemechanic
Investment,Khôra: Rise of an Empire,299684,1/2/2024,classification,boardgamemechanic
Tech Trees / Tech Tracks,Sidereal Confluence,202426,1/2/2024,classification,boardgamemechanic
Trading,Sidereal Confluence,202426,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Sidereal Confluence,202426,1/2/2024,classification,boardgamemechanic
Point to Point Movement,Inkognito,466,1/2/2024,classification,boardgamemechanic
Roll / Spin and Move,Inkognito,466,1/2/2024,classification,boardgamemechanic
Team-Based Game,Inkognito,466,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Hellenica: Story of Greece,217576,1/2/2024,classification,boardgamemechanic
Area Movement,Hellenica: Story of Greece,217576,1/2/2024,classification,boardgamemechanic
Betting and Bluffing,Hellenica: Story of Greece,217576,1/2/2024,classification,boardgamemechanic
Dice Rolling,Hellenica: Story of Greece,217576,1/2/2024,classification,boardgamemechanic
Die Icon Resolution,Hellenica: Story of Greece,217576,1/2/2024,classification,boardgamemechanic
Events,Hellenica: Story of Greece,217576,1/2/2024,classification,boardgamemechanic
Hidden Victory Points,Hellenica: Story of Greece,217576,1/2/2024,classification,boardgamemechanic
Interrupts,Hellenica: Story of Greece,217576,1/2/2024,classification,boardgamemechanic
Modular Board,Hellenica: Story of Greece,217576,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Hellenica: Story of Greece,217576,1/2/2024,classification,boardgamemechanic
Network and Route Building,Autobahn,348554,1/2/2024,classification,boardgamemechanic
Pick-up and Deliver,Autobahn,348554,1/2/2024,classification,boardgamemechanic
Line of Sight,Unmatched: For King and Country,326937,1/2/2024,classification,boardgamemechanic
Point to Point Movement,Unmatched: For King and Country,326937,1/2/2024,classification,boardgamemechanic
Take That,Unmatched: For King and Country,326937,1/2/2024,classification,boardgamemechanic
Team-Based Game,Unmatched: For King and Country,326937,1/2/2024,classification,boardgamemechanic
Tile Placement,Azul: Queen's Garden,346965,1/2/2024,classification,boardgamemechanic
Turn Order: Claim Action,Azul: Queen's Garden,346965,1/2/2024,classification,boardgamemechanic
Stacking and Balancing,Men at Work,261114,1/2/2024,classification,boardgamemechanic
Grid Coverage,Myrmes,126792,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Autobahn,348554,1/2/2024,classification,boardgamemechanic
Tech Trees / Tech Tracks,Autobahn,348554,1/2/2024,classification,boardgamemechanic
Grid Movement,Laser Chess,91034,1/2/2024,classification,boardgamemechanic
Square Grid,Laser Chess,91034,1/2/2024,classification,boardgamemechanic
Open Drafting,Khôra: Rise of an Empire,299684,1/2/2024,classification,boardgamemechanic
Race,Khôra: Rise of an Empire,299684,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Khôra: Rise of an Empire,299684,1/2/2024,classification,boardgamemechanic
Tech Trees / Tech Tracks,Khôra: Rise of an Empire,299684,1/2/2024,classification,boardgamemechanic
Betting and Bluffing,Poker,1115,1/2/2024,classification,boardgamemechanic
Player Elimination,Poker,1115,1/2/2024,classification,boardgamemechanic
Set Collection,Poker,1115,1/2/2024,classification,boardgamemechanic
Betting and Bluffing,Haggis,37628,1/2/2024,classification,boardgamemechanic
Hand Management,Haggis,37628,1/2/2024,classification,boardgamemechanic
Ladder Climbing,Haggis,37628,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Ishtar: Gardens of Babylon,271088,1/2/2024,classification,boardgamemechanic
Rondel,Ishtar: Gardens of Babylon,271088,1/2/2024,classification,boardgamemechanic
Tile Placement,Ishtar: Gardens of Babylon,271088,1/2/2024,classification,boardgamemechanic
Dice Rolling,Catan Histories: Merchants of Europe,103091,1/2/2024,classification,boardgamemechanic
Network and Route Building,Catan Histories: Merchants of Europe,103091,1/2/2024,classification,boardgamemechanic
Trading,Catan Histories: Merchants of Europe,103091,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Unmatched: For King and Country,326937,1/2/2024,classification,boardgamemechanic
Action Points,Arena: Roma II,56931,1/2/2024,classification,boardgamemechanic
Dice Rolling,Arena: Roma II,56931,1/2/2024,classification,boardgamemechanic
Hand Management,Arena: Roma II,56931,1/2/2024,classification,boardgamemechanic
Take That,Arena: Roma II,56931,1/2/2024,classification,boardgamemechanic
Open Drafting,Kingdomino Origins,340041,1/2/2024,classification,boardgamemechanic
Tile Placement,Kingdomino Origins,340041,1/2/2024,classification,boardgamemechanic
Auction/Bidding,Tribune: Primus Inter Pares,30957,1/2/2024,classification,boardgamemechanic
Grid Movement,Myrmes,126792,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Myrmes,126792,1/2/2024,classification,boardgamemechanic
Network and Route Building,Myrmes,126792,1/2/2024,classification,boardgamemechanic
Worker Placement,Myrmes,126792,1/2/2024,classification,boardgamemechanic
Hand Management,Timeline: General Interest,131325,1/2/2024,classification,boardgamemechanic
Ordering,Timeline: General Interest,131325,1/2/2024,classification,boardgamemechanic
Action Retrieval,Corrosion,344277,1/2/2024,classification,boardgamemechanic
Contracts,Corrosion,344277,1/2/2024,classification,boardgamemechanic
Cooperative Game,MicroMacro: Crime City – Full House,338834,1/2/2024,classification,boardgamemechanic
Deduction,MicroMacro: Crime City – Full House,338834,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,MicroMacro: Crime City – Full House,338834,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,MicroMacro: Crime City – Full House,338834,1/2/2024,classification,boardgamemechanic
Storytelling,MicroMacro: Crime City – Full House,338834,1/2/2024,classification,boardgamemechanic
Team-Based Game,MicroMacro: Crime City – Full House,338834,1/2/2024,classification,boardgamemechanic
Worker Placement,Way of the Panda,204575,1/2/2024,classification,boardgamemechanic
Dice Rolling,Mall of Horror,16772,1/2/2024,classification,boardgamemechanic
Cooperative Game,Aerion,267127,1/2/2024,classification,boardgamemechanic
Delayed Purchase,War Room,229713,1/2/2024,classification,boardgamemechanic
Dice Rolling,War Room,229713,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,War Room,229713,1/2/2024,classification,boardgamemechanic
Secret Unit Deployment,War Room,229713,1/2/2024,classification,boardgamemechanic
Simulation,War Room,229713,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,War Room,229713,1/2/2024,classification,boardgamemechanic
Team-Based Game,War Room,229713,1/2/2024,classification,boardgamemechanic
Turn Order: Auction,War Room,229713,1/2/2024,classification,boardgamemechanic
Dice Rolling,Time of Soccer,166317,1/2/2024,classification,boardgamemechanic
Set Collection,Time of Soccer,166317,1/2/2024,classification,boardgamemechanic
Simulation,Time of Soccer,166317,1/2/2024,classification,boardgamemechanic
Cooperative Game,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,133038,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,133038,1/2/2024,classification,boardgamemechanic
Dice Rolling,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,133038,1/2/2024,classification,boardgamemechanic
Hand Management,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,133038,1/2/2024,classification,boardgamemechanic
Move Through Deck,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,133038,1/2/2024,classification,boardgamemechanic
Role Playing,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,133038,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,133038,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,133038,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,133038,1/2/2024,classification,boardgamemechanic
Cooperative Game,Chronicles of Crime: 1400,300300,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Chronicles of Crime: 1400,300300,1/2/2024,classification,boardgamemechanic
Storytelling,Chronicles of Crime: 1400,300300,1/2/2024,classification,boardgamemechanic
Dice Rolling,NATO: The Next War in Europe,2079,1/2/2024,classification,boardgamemechanic
Grid Movement,NATO: The Next War in Europe,2079,1/2/2024,classification,boardgamemechanic
Hexagon Grid,NATO: The Next War in Europe,2079,1/2/2024,classification,boardgamemechanic
Movement Points,NATO: The Next War in Europe,2079,1/2/2024,classification,boardgamemechanic
Ratio / Combat Results Table,NATO: The Next War in Europe,2079,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,NATO: The Next War in Europe,2079,1/2/2024,classification,boardgamemechanic
Simulation,NATO: The Next War in Europe,2079,1/2/2024,classification,boardgamemechanic
Variable Set-up,NATO: The Next War in Europe,2079,1/2/2024,classification,boardgamemechanic
Zone of Control,NATO: The Next War in Europe,2079,1/2/2024,classification,boardgamemechanic
Set Collection,Key Flow,252446,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Key Flow,252446,1/2/2024,classification,boardgamemechanic
Worker Placement,Key Flow,252446,1/2/2024,classification,boardgamemechanic
Hand Management,Sequence,2375,1/2/2024,classification,boardgamemechanic
Dice Rolling,Aerion,267127,1/2/2024,classification,boardgamemechanic
Open Drafting,Aerion,267127,1/2/2024,classification,boardgamemechanic
Tile Placement,Hellenica: Story of Greece,217576,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Hellenica: Story of Greece,217576,1/2/2024,classification,boardgamemechanic
Worker Placement,Hellenica: Story of Greece,217576,1/2/2024,classification,boardgamemechanic
Trick-taking,Potato Man,137155,1/2/2024,classification,boardgamemechanic
Cooperative Game,Castellion,143404,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Castellion,143404,1/2/2024,classification,boardgamemechanic
Tile Placement,Castellion,143404,1/2/2024,classification,boardgamemechanic
Dice Rolling,Tiny Ninjas: Original,221599,1/2/2024,classification,boardgamemechanic
Hand Management,Tiny Ninjas: Original,221599,1/2/2024,classification,boardgamemechanic
Push Your Luck,Tiny Ninjas: Original,221599,1/2/2024,classification,boardgamemechanic
Take That,Tiny Ninjas: Original,221599,1/2/2024,classification,boardgamemechanic
Action Points,System Gateway (fan expansion for Android: Netrunner),345976,1/2/2024,classification,boardgamemechanic
Deck Construction,System Gateway (fan expansion for Android: Netrunner),345976,1/2/2024,classification,boardgamemechanic
Hand Management,System Gateway (fan expansion for Android: Netrunner),345976,1/2/2024,classification,boardgamemechanic
Race,System Gateway (fan expansion for Android: Netrunner),345976,1/2/2024,classification,boardgamemechanic
Secret Unit Deployment,System Gateway (fan expansion for Android: Netrunner),345976,1/2/2024,classification,boardgamemechanic
Take That,System Gateway (fan expansion for Android: Netrunner),345976,1/2/2024,classification,boardgamemechanic
Variable Player Powers,System Gateway (fan expansion for Android: Netrunner),345976,1/2/2024,classification,boardgamemechanic
Cooperative Game,Flick 'em Up!: Dead of Winter,207016,1/2/2024,classification,boardgamemechanic
Flicking,Flick 'em Up!: Dead of Winter,207016,1/2/2024,classification,boardgamemechanic
Team-Based Game,Flick 'em Up!: Dead of Winter,207016,1/2/2024,classification,boardgamemechanic
Hand Management,Infinity Gauntlet: A Love Letter Game,304285,1/2/2024,classification,boardgamemechanic
Set Collection,Infinity Gauntlet: A Love Letter Game,304285,1/2/2024,classification,boardgamemechanic
Team-Based Game,Infinity Gauntlet: A Love Letter Game,304285,1/2/2024,classification,boardgamemechanic
Alliances,Struggle of Empires,9625,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Struggle of Empires,9625,1/2/2024,classification,boardgamemechanic
Area Movement,Struggle of Empires,9625,1/2/2024,classification,boardgamemechanic
Auction/Bidding,Struggle of Empires,9625,1/2/2024,classification,boardgamemechanic
Dice Rolling,Struggle of Empires,9625,1/2/2024,classification,boardgamemechanic
Flicking,Set & Match,270847,1/2/2024,classification,boardgamemechanic
Simulation,Set & Match,270847,1/2/2024,classification,boardgamemechanic
Tug of War,Set & Match,270847,1/2/2024,classification,boardgamemechanic
Hand Management,Tribune: Primus Inter Pares,30957,1/2/2024,classification,boardgamemechanic
Open Drafting,Tribune: Primus Inter Pares,30957,1/2/2024,classification,boardgamemechanic
Set Collection,Tribune: Primus Inter Pares,30957,1/2/2024,classification,boardgamemechanic
Sudden Death Ending,Tribune: Primus Inter Pares,30957,1/2/2024,classification,boardgamemechanic
Worker Placement,Tribune: Primus Inter Pares,30957,1/2/2024,classification,boardgamemechanic
Cooperative Game,Oltréé,293835,1/2/2024,classification,boardgamemechanic
Dice Rolling,Oltréé,293835,1/2/2024,classification,boardgamemechanic
Events,Oltréé,293835,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Oltréé,293835,1/2/2024,classification,boardgamemechanic
Storytelling,Oltréé,293835,1/2/2024,classification,boardgamemechanic
Cooperative Game,Darkest Night,128445,1/2/2024,classification,boardgamemechanic
Dice Rolling,Darkest Night,128445,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Darkest Night,128445,1/2/2024,classification,boardgamemechanic
Advantage Token,Godzilla: Tokyo Clash,303051,1/2/2024,classification,boardgamemechanic
Card Play Conflict Resolution,Godzilla: Tokyo Clash,303051,1/2/2024,classification,boardgamemechanic
Chaining,Godzilla: Tokyo Clash,303051,1/2/2024,classification,boardgamemechanic
Worker Placement,Rajas of the Ganges,220877,1/2/2024,classification,boardgamemechanic
Open Drafting,Among the Stars: Revival,170318,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Among the Stars: Revival,170318,1/2/2024,classification,boardgamemechanic
Tile Placement,Among the Stars: Revival,170318,1/2/2024,classification,boardgamemechanic
Variable Phase Order,Among the Stars: Revival,170318,1/2/2024,classification,boardgamemechanic
Communication Limits,Shadows over Camelot,15062,1/2/2024,classification,boardgamemechanic
Cooperative Game,Shadows over Camelot,15062,1/2/2024,classification,boardgamemechanic
Dice Rolling,Shadows over Camelot,15062,1/2/2024,classification,boardgamemechanic
Hand Management,Shadows over Camelot,15062,1/2/2024,classification,boardgamemechanic
Player Elimination,Shadows over Camelot,15062,1/2/2024,classification,boardgamemechanic
Semi-Cooperative Game,Shadows over Camelot,15062,1/2/2024,classification,boardgamemechanic
Set Collection,Shadows over Camelot,15062,1/2/2024,classification,boardgamemechanic
Team-Based Game,Shadows over Camelot,15062,1/2/2024,classification,boardgamemechanic
Traitor Game,Shadows over Camelot,15062,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Shadows over Camelot,15062,1/2/2024,classification,boardgamemechanic
Card Play Conflict Resolution,Loot,770,1/2/2024,classification,boardgamemechanic
Hand Management,Loot,770,1/2/2024,classification,boardgamemechanic
Team-Based Game,Loot,770,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Rise of Tribes,202583,1/2/2024,classification,boardgamemechanic
Dice Rolling,Rise of Tribes,202583,1/2/2024,classification,boardgamemechanic
Events,Rise of Tribes,202583,1/2/2024,classification,boardgamemechanic
Modular Board,Rise of Tribes,202583,1/2/2024,classification,boardgamemechanic
Race,Rise of Tribes,202583,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Rise of Tribes,202583,1/2/2024,classification,boardgamemechanic
Chaining,Spectaculum,104573,1/2/2024,classification,boardgamemechanic
Commodity Speculation,Spectaculum,104573,1/2/2024,classification,boardgamemechanic
Enclosure,Spectaculum,104573,1/2/2024,classification,boardgamemechanic
Stock Holding,Spectaculum,104573,1/2/2024,classification,boardgamemechanic
Tile Placement,Spectaculum,104573,1/2/2024,classification,boardgamemechanic
Network and Route Building,1822MX,277538,1/2/2024,classification,boardgamemechanic
Stock Holding,1822MX,277538,1/2/2024,classification,boardgamemechanic
Tile Placement,1822MX,277538,1/2/2024,classification,boardgamemechanic
Secret Unit Deployment,Maka Bana,8147,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Maka Bana,8147,1/2/2024,classification,boardgamemechanic
Communication Limits,Codenames: Harry Potter,249821,1/2/2024,classification,boardgamemechanic
Cooperative Game,Codenames: Harry Potter,249821,1/2/2024,classification,boardgamemechanic
Pattern Recognition,Codenames: Harry Potter,249821,1/2/2024,classification,boardgamemechanic
Push Your Luck,Codenames: Harry Potter,249821,1/2/2024,classification,boardgamemechanic
Dice Rolling,A House Divided: War Between the States 1861-65,701,1/2/2024,classification,boardgamemechanic
Point to Point Movement,A House Divided: War Between the States 1861-65,701,1/2/2024,classification,boardgamemechanic
Simulation,A House Divided: War Between the States 1861-65,701,1/2/2024,classification,boardgamemechanic
Action/Event,We the People,620,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,We the People,620,1/2/2024,classification,boardgamemechanic
Campaign / Battle Card Driven,We the People,620,1/2/2024,classification,boardgamemechanic
Card Play Conflict Resolution,We the People,620,1/2/2024,classification,boardgamemechanic
Dice Rolling,We the People,620,1/2/2024,classification,boardgamemechanic
Hand Management,We the People,620,1/2/2024,classification,boardgamemechanic
Point to Point Movement,We the People,620,1/2/2024,classification,boardgamemechanic
Simulation,We the People,620,1/2/2024,classification,boardgamemechanic
Variable Player Powers,We the People,620,1/2/2024,classification,boardgamemechanic
Hand Management,Grand Prix,163163,1/2/2024,classification,boardgamemechanic
Set Collection,Diamonds Club,37907,1/2/2024,classification,boardgamemechanic
Tech Trees / Tech Tracks,Diamonds Club,37907,1/2/2024,classification,boardgamemechanic
Worker Placement,Diamonds Club,37907,1/2/2024,classification,boardgamemechanic
Map Addition,Attika,8051,1/2/2024,classification,boardgamemechanic
Modular Board,Attika,8051,1/2/2024,classification,boardgamemechanic
