users_rated,num_owners,max_players,bgg_rank,average_weight,average,min_players,year_published,name,max_playtime,min_playtime,bgg_id,date,type
7901,14163,10,688,1.1318,7.15162,5,2011,A Fake Artist Goes to New York,20,20,135779,1/2/2024,details
6335,7624,5,697,3.0438,7.21896,2,2011,Belfort,120,120,50750,1/2/2024,details
2519,3692,4,701,3.1042,7.83602,2,2018,Yellow & Yangtze,90,90,244114,1/2/2024,details
5606,9986,4,740,1.194,7.26719,2,2015,Love Letter: Batman,20,20,168584,1/2/2024,details
10182,14164,2,739,1.5948,7.05178,1,2014,Onirim (Second Edition),15,15,156336,1/2/2024,details
3229,7289,4,853,2.7129,7.50638,1,2021,Merchants Cove,90,60,277700,1/2/2024,details
5354,7598,6,888,2.7797,7.12673,2,2014,Scoville,90,60,145659,1/2/2024,details
3558,5556,5,898,2.7586,7.41028,2,2017,Battle for Rokugan,90,60,234477,1/2/2024,details
2070,3304,12,3672,1.0741,6.26504,6,2016,Dead Last,60,45,184522,1/2/2024,details
484,907,4,3720,2.7826,7.38032,2,2023,Galileo Project,80,40,352823,1/2/2024,details
1340,2519,4,3788,2.3034,6.4213,2,2000,Cosmic Encounter,60,60,40531,1/2/2024,details
700,1259,6,3849,1.5,6.84385,2,2011,Nile DeLuxor,30,30,93971,1/2/2024,details
386,1003,2,3858,2.8723,7.7237,2,2013,France '40,240,240,125993,1/2/2024,details
641,1671,5,3840,1.8421,6.99243,2,2020,Prehistories,30,30,318183,1/2/2024,details
716,850,5,3905,1.9167,6.82878,3,2004,Lectio,20,20,19184,1/2/2024,details
661,1197,5,3900,1.8,6.94579,2,2022,First Empires,60,45,353304,1/2/2024,details
1244,2237,6,3949,1.2368,6.44517,2,2013,Luchador! Mexican Wrestling Dice,15,15,143075,1/2/2024,details
386,1153,2,3956,3.36,7.67322,2,1993,Here Come the Rebels,180,180,4212,1/2/2024,details
326,1389,1,4184,3.05,8.00129,1,2017,Enemy Coast Ahead: The Doolittle Raid,360,20,188390,1/2/2024,details
1036,2643,6,4190,1.7143,6.43365,2,1992,Alhambra: The Card Game,45,45,431,1/2/2024,details
458,1912,4,4221,1.3636,7.28887,2,2012,Dutch Blitz: Blue Expansion Pack,15,1,178494,1/2/2024,details
941,2582,4,4250,2.3913,6.50441,2,2017,A Column of Fire,90,60,217949,1/2/2024,details
334,758,4,4362,3.3043,7.93084,2,2021,Shiver Me Timbers,150,90,239175,1/2/2024,details
898,2777,4,4348,2.5185,6.59372,1,2019,God of War: The Card Game,180,90,278120,1/2/2024,details
1162,2586,6,4373,1.0185,6.32274,1,2009,Monster Chase,10,10,43578,1/2/2024,details
559,1348,6,4378,1.4667,6.86742,1,2020,Deckscape: Escape from Alcatraz,60,60,295565,1/2/2024,details
1085,1344,6,4406,1.3486,6.32379,3,1999,Nicht die Bohne!,45,45,192,1/2/2024,details
764,1236,4,4457,2.1875,6.55973,2,2014,Grog Island,75,40,163931,1/2/2024,details
290,892,1,4464,3.7143,8.00941,1,2020,The Mission: Early Christianity from the Crucifixion to the Crusades,240,60,269489,1/2/2024,details
480,831,4,4485,2.5238,7.26285,1,2018,Gnomopolis,45,45,202819,1/2/2024,details
1028,1228,5,4545,1.5583,6.35815,3,2007,Cash-a-Catch,30,20,28218,1/2/2024,details
514,1104,2,4560,2.2683,7.33775,2,1978,Wizard,30,30,3463,1/2/2024,details
452,439,4,4575,2.9184,6.9335,3,2009,Kaigan,90,90,61458,1/2/2024,details
690,1053,4,4590,1.3611,6.57068,2,2012,Rondo,25,25,129614,1/2/2024,details
443,1332,2,4605,2.6667,7.08646,2,2020,Cthulhu Wars: Duel,30,20,326485,1/2/2024,details
426,438,4,4631,1.9677,7.1913,1,2004,TAC,60,60,17991,1/2/2024,details
965,1774,4,4760,1.3333,6.34873,1,2017,Castles of Caladale,30,30,213370,1/2/2024,details
616,1740,4,4799,2.6452,6.61874,2,2012,Star Trek Deck Building Game: The Original Series,90,90,122690,1/2/2024,details
755,2023,6,4820,1.971,6.43736,2,1969,Venture,45,45,1206,1/2/2024,details
2697,5526,4,1221,2.0247,7.27779,1,2020,Café,45,20,284936,1/2/2024,details
2723,7078,4,1099,1.9888,7.3873,1,2021,Canopy,30,30,295607,1/2/2024,details
2998,5257,4,1134,1.7912,7.25744,2,2019,Conspiracy: Abyss Universe,30,30,276042,1/2/2024,details
2706,2868,6,1195,2.2922,7.29779,2,2014,Quartermaster General,90,90,159473,1/2/2024,details
1898,1374,6,2413,1.6902,6.69949,2,2008,Powerboats,60,60,38531,1/2/2024,details
1644,2041,4,2478,1.9822,6.86544,2,1983,Wiz-War,60,60,589,1/2/2024,details
920,2388,2,2669,4.2302,7.35996,2,1977,Flat Top,360,360,2529,1/2/2024,details
1535,2833,5,2689,2.1111,6.81273,2,2013,The Lord of the Rings: The Fellowship of the Ring Deck-Building Game,30,30,127127,1/2/2024,details
1818,5113,10,2708,2.1111,6.63553,1,2017,Flick 'em Up!: Dead of Winter,45,30,207016,1/2/2024,details
949,1605,4,2640,2.6774,7.28005,2,2023,Ancient Knowledge,75,75,338093,1/2/2024,details
4001,7059,4,2765,1.7358,6.299,1,2014,Flip City,50,30,168679,1/2/2024,details
1950,4332,8,2810,1.2353,6.58743,2,2018,Shadows: Amsterdam,20,20,246297,1/2/2024,details
528,1169,4,2815,3.1702,8.03693,2,1988,Angola,480,480,4688,1/2/2024,details
1663,5541,12,2768,1.087,6.70186,2,2020,Poetry for Neanderthals,15,15,312786,1/2/2024,details
1149,1936,8,2841,2.5238,6.84423,3,2012,VivaJava: The Coffee Game,90,90,103660,1/2/2024,details
1949,2970,5,2877,2.4286,6.52223,1,2014,Progress: Evolution of Technology,90,45,140717,1/2/2024,details
855,1382,6,2910,3.2069,7.17052,2,2017,Import / Export,90,45,217776,1/2/2024,details
886,1932,1,2990,2.3146,7.0962,1,2009,Field Commander: Alexander,90,90,35350,1/2/2024,details
1254,1982,6,3014,2.1538,6.69294,1,2018,Unlock!: Secret Adventures – Tombstone Express,60,60,245353,1/2/2024,details
1315,2419,2,3107,2.1064,6.69529,2,2016,Fight for Olympus,30,30,192834,1/2/2024,details
673,891,4,3131,2.4211,7.29902,2,2019,Electropolis,70,50,286431,1/2/2024,details
1210,2193,4,3229,1.5484,6.6707,2,2016,Ninja Camp,30,15,176565,1/2/2024,details
935,1679,6,3234,1.0769,6.89873,3,2019,TEAM3 PINK,30,30,247694,1/2/2024,details
832,1946,2,3371,2.2609,7.01746,1,2014,"1066, Tears to Many Mothers: The Battle of Hastings",60,30,155122,1/2/2024,details
2683,3898,6,3393,1.7389,6.25716,2,2011,Nefarious,45,30,108044,1/2/2024,details
1076,1749,6,3466,2.1111,6.73846,1,2019,Bad Bones,45,30,199223,1/2/2024,details
1148,3218,4,3470,2.9,6.66922,2,2013,BioShock Infinite: The Siege of Columbia,90,60,132428,1/2/2024,details
571,1001,4,3682,2.0909,7.16426,2,2019,Old West Empresario,60,45,261342,1/2/2024,details
349,691,4,3662,2.7778,8.03246,1,2023,Pirates of Maracaibo,100,40,397385,1/2/2024,details
1263,2085,5,3772,2.6687,6.4155,2,2006,Augsburg 1520,75,25,21892,1/2/2024,details
699,1251,6,3834,2.5658,6.94099,2,1984,British Rails,180,180,2689,1/2/2024,details
698,3679,4,3871,3.1111,7.03238,2,2015,Tail Feathers,90,60,179820,1/2/2024,details
512,1518,2,3979,3.0811,7.2941,1,2001,Reds! The Russian Civil War 1918-1921,360,360,2998,1/2/2024,details
1118,2355,4,4027,1.9455,6.4537,2,2014,North Wind,60,60,153425,1/2/2024,details
460,1302,2,4156,2.6522,7.33438,1,1996,Stalingrad Pocket: 2nd Edition – The Wehrmacht's Greatest Disaster,900,180,12140,1/2/2024,details
1196,2155,5,4152,2.419,6.38334,3,2008,Batavia,60,45,35248,1/2/2024,details
1637,4023,4,4157,1.8088,6.5626,2,2018,The Island of El Dorado,80,25,230191,1/2/2024,details
335,1010,2,4180,3.4231,7.76986,2,1993,Roads to Gettysburg,180,180,4206,1/2/2024,details
296,935,6,4218,4.0476,7.90851,2,2019,1824: Austrian-Hungarian Railway (Second Edition),240,180,277030,1/2/2024,details
1287,1956,4,4245,2.1417,6.324,3,2005,Amazonas,50,50,15157,1/2/2024,details
1291,3253,2,4254,1.8837,6.39888,2,2015,BANG! The Duel,30,30,182094,1/2/2024,details
432,766,5,4387,1.25,7.12593,3,2019,American Bookshop,50,30,292811,1/2/2024,details
288,1608,3,4424,2,7.97167,2,2023,Unmatched: Teen Spirit,40,20,326936,1/2/2024,details
446,1393,4,4693,3.0714,7.66482,1,2023,Vampire: The Masquerade – CHAPTERS,60,30,277025,1/2/2024,details
1793,3601,4,4724,1.0588,6.14757,2,2012,Dirty Pig,10,10,118410,1/2/2024,details
473,1761,2,4757,2,6.88101,2,2019,Antinomy,30,30,251441,1/2/2024,details
528,964,3,4803,3.1458,6.83023,2,1989,Space Marine,120,120,4001,1/2/2024,details
352,822,2,4333,4.3571,7.59899,2,2005,Triumph of Chaos,360,360,15826,1/2/2024,details
666,1824,9,4297,1,6.72111,3,2016,In Vino Morte,10,10,212404,1/2/2024,details
462,1148,4,4365,2.5455,7.18986,1,2019,Mutants,60,45,255175,1/2/2024,details
442,1544,4,4444,3.3571,7.32416,2,2021,Vampire: The Masquerade – Rivals Expandable Card Game,70,30,315221,1/2/2024,details
536,1552,2,4475,1.9091,6.94206,2,2021,P'achakuna,60,30,321596,1/2/2024,details
394,635,2,4511,1.5333,7.15843,2,2020,The Field of the Cloth of Gold,20,20,309752,1/2/2024,details
433,901,6,4516,2.7,7.2529,2,2016,Eschaton,180,60,206299,1/2/2024,details
836,1552,8,4597,1.0833,6.43255,4,2009,Loco Motive,15,15,41052,1/2/2024,details
533,568,6,4655,1.6538,6.79466,2,2013,Auf Teufel komm raus,40,40,137154,1/2/2024,details
430,483,4,4697,3.7321,6.95453,3,2005,Kaivai,120,120,20101,1/2/2024,details
398,797,4,4756,3.4889,7.04827,2,2005,Western Town,90,45,19358,1/2/2024,details
3829,3970,5,1230,1.87,7.0132,3,2008,Witch's Brew,60,30,34084,1/2/2024,details
6718,9402,6,1261,1.7536,6.81113,1,2011,Dungeon Fighter,60,45,102548,1/2/2024,details
2586,4982,4,1257,2.7711,7.25679,2,2020,Paris,90,90,282954,1/2/2024,details
3446,5188,4,1330,3.3846,7.00696,2,2000,Java,120,120,855,1/2/2024,details
1867,3827,4,1348,2.4355,7.43263,2,2014,Trains: Rising Sun,45,45,157001,1/2/2024,details
1961,3391,5,1351,2.1622,7.37034,1,2016,Habitats,50,30,200853,1/2/2024,details
2571,4664,4,1408,2.5763,7.18451,2,2019,Museum,60,30,204505,1/2/2024,details
2702,3371,4,1461,2.956,7.03204,1,2010,Merkator,90,45,39684,1/2/2024,details
1281,5495,8,1462,2.3,7.82021,1,2017,Sherlock Holmes Consulting Detective: Carlton House & Queen's Park,90,90,223931,1/2/2024,details
3656,5865,2,1556,1.9372,6.81132,2,1992,The Rose King,30,30,201,1/2/2024,details
2574,5847,5,1579,1.537,7.04777,2,2017,Campy Creatures,30,20,214396,1/2/2024,details
2450,5231,4,1613,2.2658,7.06157,1,2019,Age of Civilization,60,30,264647,1/2/2024,details
17824,37812,4,1704,1.7212,6.45851,2,1977,Rummikub,60,60,811,1/2/2024,details
1302,1677,5,1782,3.4561,7.48534,2,2011,The New Era,60,60,96007,1/2/2024,details
1435,2917,5,1779,2.3704,7.32831,3,2017,Iberian Gauge,90,60,228372,1/2/2024,details
5153,5229,4,1786,2.0241,6.56932,2,2002,Clans,30,30,4636,1/2/2024,details
1883,3114,2,1758,1.375,7.16147,2,2022,boop.,30,20,355433,1/2/2024,details
1687,2249,4,1800,3.2314,7.16723,2,2013,City of Iron,120,120,123499,1/2/2024,details
2234,3702,10,1831,1.2162,6.96161,3,2005,Duplik,45,45,22348,1/2/2024,details
1706,4800,4,1847,1.8947,7.14379,2,2021,Summer Camp,45,30,337787,1/2/2024,details
1265,2509,4,1891,3.6154,7.43999,2,2019,Dominations: Road to Civilization,120,60,250881,1/2/2024,details
1032,2416,2,1902,2.9706,8.08764,2,2018,A Song of Ice & Fire: Tabletop Miniatures Game – Stark vs Lannister Starter Set,60,45,223376,1/2/2024,details
1560,4523,4,1828,2.3167,7.33711,1,2023,Terraforming Mars: The Dice Game,0,45,296108,1/2/2024,details
1798,4707,6,1922,1.1579,7.0598,1,2020,5-Minute Mystery,30,5,294514,1/2/2024,details
3276,6150,10,1968,1.1348,6.67235,3,2010,Snake Oil,30,20,113289,1/2/2024,details
1833,3877,4,2072,1.5263,6.9727,1,2017,Stop Thief!,60,30,215312,1/2/2024,details
3319,4448,4,2095,2.7301,6.59121,2,2005,Elasund: The First City,90,60,19526,1/2/2024,details
1562,4412,5,2092,3.1404,7.13045,2,2017,Hunt for the Ring,180,90,216070,1/2/2024,details
1029,1114,6,2084,2,7.56123,2,2023,Faraway,30,15,385761,1/2/2024,details
1939,3130,4,2260,1.9485,6.83495,1,2014,"Run, Fight, or Die!",40,40,89910,1/2/2024,details
1288,2412,6,2268,2.7059,7.20581,1,2012,Shadowrift,120,45,112092,1/2/2024,details
1688,3940,4,2262,1.8077,6.92163,2,2021,Mandala Stones,30,30,317504,1/2/2024,details
2398,2780,5,2324,2.3333,6.63584,3,2005,Tower of Babel,45,45,15510,1/2/2024,details
1228,1970,2,2338,2.9133,7.14789,2,2005,Crusader Rex,180,180,8481,1/2/2024,details
1048,1772,7,2381,1.0714,7.27734,3,2016,Krazy Wordz: Nicht 100% jugendfrei,45,45,195372,1/2/2024,details
1556,3016,4,2400,2.26,6.96628,2,2017,Space Explorers,40,20,235817,1/2/2024,details
500,2779,2,4861,2,6.88752,2,2019,Funkoverse Strategy Game: Harry Potter 101,60,20,292031,1/2/2024,details
309,907,4,4957,2.8077,7.45906,2,1978,Battles for the Ardennes,90,90,7092,1/2/2024,details
27113,35070,4,23,3.8672,8.17677,1,2016,A Feast for Odin,120,30,177736,1/2/2024,details
16830,27591,4,64,3.723,7.99053,1,2019,Paladins of the West Kingdom,120,90,266810,1/2/2024,details
24195,41570,5,65,3.304,7.96977,1,2014,Star Wars: Imperial Assault,120,60,164153,1/2/2024,details
54432,68072,5,85,2.4533,7.73437,2,2012,Lords of Waterdeep,120,60,110327,1/2/2024,details
15396,30404,5,187,2.0445,7.66146,1,2019,Horrified,60,60,282524,1/2/2024,details
4999,8074,5,217,3.0065,8.13194,2,2022,Wonderland's War,125,45,227935,1/2/2024,details
27393,39051,10,233,1.7393,7.51099,5,2016,Secret Hitler,45,45,188834,1/2/2024,details
10230,8559,5,305,3.1256,7.51468,2,2007,Age of Empires III: The Age of Discovery,120,90,22545,1/2/2024,details
17727,22360,4,393,2.8139,7.26564,2,2006,The Pillars of the Earth,120,90,24480,1/2/2024,details
15859,12846,4,404,2.4593,7.27494,2,2004,Saint Petersburg,60,45,9217,1/2/2024,details
7212,10728,4,419,2.0811,7.46048,2,2014,San Juan (Second Edition),60,45,166669,1/2/2024,details
21147,32758,4,421,1.9749,7.23114,2,2017,Dice Forge,45,45,194594,1/2/2024,details
35521,51526,2,441,3.6554,7.19886,2,1475,Chess,0,0,171,1/2/2024,details
2638,5080,4,458,3.3824,8.22346,1,2022,Dead Reckoning,150,90,276182,1/2/2024,details
4562,8437,4,470,3.0386,7.67142,2,2015,IKI,90,60,177478,1/2/2024,details
1143,1763,2,2201,2.7083,7.30854,2,1993,We the People,120,120,620,1/2/2024,details
1029,2068,5,2198,2.95,7.65807,2,2019,Court of the Dead: Mourners Call,90,90,248918,1/2/2024,details
1524,2687,4,2206,2.0133,7.10251,1,2014,DungeonQuest: Revised Edition,60,60,157958,1/2/2024,details
723,3127,4,1979,2.125,8.44945,1,2023,Unmatched Adventures: Tales to Amaze,60,20,381297,1/2/2024,details
2637,4380,6,2266,1.5926,6.59782,1,2017,Deckscape: Test Time,90,30,218311,1/2/2024,details
988,2731,4,2286,2.5862,7.44874,2,2018,Cuzco,90,90,249411,1/2/2024,details
1157,2269,4,2297,3.1791,7.35981,1,2019,Dreamscape,90,60,231038,1/2/2024,details
1487,1672,4,2323,2.9327,6.98567,2,2010,Magnum Sal,120,60,73316,1/2/2024,details
2413,4116,2,2319,3.1751,6.74287,2,1995,Star Wars Customizable Card Game,60,60,1270,1/2/2024,details
840,2527,6,2330,2.2,7.5696,1,2021,Unlock!: Legendary Adventures,60,60,330084,1/2/2024,details
1333,1637,5,2354,3.2264,7.03942,2,2012,New Amsterdam,90,90,128898,1/2/2024,details
1232,2320,4,2343,1.9474,7.12624,2,2019,A Fistful of Meeples,30,30,277699,1/2/2024,details
1315,2655,4,2394,1.9024,7.08124,2,2016,Enchanters,60,30,198138,1/2/2024,details
901,1199,4,2389,1.8684,7.41759,2,2017,Rumble Nation,40,20,266722,1/2/2024,details
822,1184,4,4825,2.4746,6.39441,2,2011,Coney Island,60,60,106999,1/2/2024,details
415,866,6,4900,2.2083,6.94846,2,2006,Rumis+,45,45,24568,1/2/2024,details
918,2443,4,4915,2.2273,6.49216,2,2016,Dwar7s Fall,60,20,193483,1/2/2024,details
979,3212,2,4954,2,6.42029,1,2020,Clash of Decks: Starter Kit,30,15,334307,1/2/2024,details
1969,2895,8,4959,1.5607,6.01634,2,2006,Mag·Blast: Third Edition,20,10,23142,1/2/2024,details
19726,24817,4,68,3.214,7.93343,2,2015,Grand Austria Hotel,120,60,182874,1/2/2024,details
13235,15878,4,84,3.1328,7.95019,2,2020,Beyond the Sun,120,60,317985,1/2/2024,details
21641,27655,5,212,2.2886,7.49244,3,1992,Modern Art,45,45,118,1/2/2024,details
15346,18655,5,276,3.3333,7.45199,1,2013,Lewis & Clark: The Expedition,120,120,140620,1/2/2024,details
4373,7237,6,299,3.1942,7.95417,2,2014,Power Grid Deluxe: Europe/North America,120,120,155873,1/2/2024,details
7499,10995,5,402,2.6417,7.52893,2,2017,The Godfather: Corleone's Empire,90,60,195539,1/2/2024,details
4869,4810,4,431,3.7816,7.64373,2,2015,Nippon,120,60,154809,1/2/2024,details
9834,12388,5,452,2.9571,7.3296,2,2012,The Manhattan Project,120,120,63628,1/2/2024,details
1777,5084,4,578,3.5763,8.6975,1,2021,Arkham Horror: The Card Game (Revised Edition),180,45,359609,1/2/2024,details
5719,5374,5,628,3.5276,7.32706,3,2009,Automobile,120,120,39351,1/2/2024,details
3036,5428,4,668,3.1558,7.7406,1,2022,Lacrimosa,90,90,348450,1/2/2024,details
3549,9116,4,773,1.8145,7.51465,2,2021,The Adventures of Robin Hood,60,60,326494,1/2/2024,details
4519,7752,4,862,3.0065,7.29956,2,2017,Outlive,110,40,191051,1/2/2024,details
2906,5630,12,690,1.0682,7.74164,4,2011,Telestrations: 12 Player Party Pack,30,30,153016,1/2/2024,details
3629,6745,4,712,3.4256,7.52909,1,2020,Merv: The Heart of the Silk Road,90,90,306040,1/2/2024,details
3199,6807,4,901,3.254,7.457,2,2019,Abomination: The Heir of Frankenstein,180,90,239472,1/2/2024,details
3484,9126,4,921,3.2645,7.39171,2,2021,Dinosaur World,120,60,317457,1/2/2024,details
15158,22046,8,928,1.2493,6.83397,4,2014,Ca$h 'n Guns: Second Edition,30,30,155362,1/2/2024,details
4065,4049,4,943,2.8298,7.21712,3,2008,Tinners' Trail,90,60,35570,1/2/2024,details
2962,5325,5,968,2.4557,7.41576,2,2017,Kingsburg (Second Edition),120,90,199966,1/2/2024,details
6566,6095,4,981,2.3666,6.98972,2,2003,Attika,60,45,8051,1/2/2024,details
6411,6746,5,989,2.0435,6.97158,2,2008,Snow Tails,60,45,38054,1/2/2024,details
4498,4651,5,1008,2.8977,7.11275,2,2011,Hawaii,60,60,106217,1/2/2024,details
2052,3630,6,1081,2.7222,7.68496,1,2018,The Reckoners,100,60,208024,1/2/2024,details
3846,6251,4,1131,3.4555,7.20012,2,2007,Tide of Iron,120,120,22825,1/2/2024,details
5439,8018,6,1171,1.5429,6.89033,2,2014,Diamonds,30,20,152162,1/2/2024,details
1065,2368,4,2419,3.0377,7.22847,1,2022,Zapotec,75,60,322589,1/2/2024,details
1553,3295,4,2426,1.6111,6.86714,1,2017,Exit: The Game – The House of Riddles,90,45,226519,1/2/2024,details
1160,3240,2,2456,2.2391,7.29429,1,2019,Volfyirion,30,15,258074,1/2/2024,details
849,1065,6,2455,2.9351,7.53906,3,1895,Doppelkopf,120,120,9364,1/2/2024,details
2351,3867,5,2464,2.1089,6.59249,2,2013,Relic Runners,80,40,144270,1/2/2024,details
1027,922,8,2473,1.9583,7.25428,2,1998,TurfMaster,75,75,384,1/2/2024,details
1032,2240,11,2537,2,7.22545,4,2021,Night of the Ninja,30,15,306321,1/2/2024,details
1215,3162,5,2569,2.0448,7.00854,2,2009,Carcassonne: Wheel of Fortune,30,30,45748,1/2/2024,details
1281,3141,4,2556,1.8108,7.19419,2,2019,Fire Tower,30,15,226605,1/2/2024,details
1061,2198,7,2638,3.2927,7.15261,2,1982,Gunslinger,90,90,1044,1/2/2024,details
1127,1660,4,2647,2.1622,7.21441,2,2019,Funkoverse Strategy Game,60,20,284775,1/2/2024,details
752,1878,8,2693,2.8158,7.59689,1,2019,Tank Duel: Enemy in the Crosshairs,180,60,214234,1/2/2024,details
1155,1471,2,2731,1.6617,6.91771,2,2001,Kupferkessel Co.,30,30,2533,1/2/2024,details
2305,3001,5,2728,2.0808,6.47664,3,1992,Quo Vadis?,45,45,122,1/2/2024,details
552,1484,2,2767,3.2206,8.0974,2,2009,Liberty Roads,1200,90,39188,1/2/2024,details
1401,2133,2,2782,2.2866,6.76366,2,1998,TAMSK,20,20,108,1/2/2024,details
1522,6166,4,2856,2.4643,6.77442,1,2019,Tiny Epic Tactics,60,30,272409,1/2/2024,details
2000,3137,4,2938,2.4404,6.49303,2,2001,Entdecker: Exploring New Horizons,90,90,1334,1/2/2024,details
922,2277,5,2935,1.1667,7.0453,2,2021,Lost Cities: Roll & Write,30,30,327831,1/2/2024,details
999,2493,2,2978,1.5789,6.96654,2,2018,Patchwork Express,10,10,246639,1/2/2024,details
954,1624,4,3004,3.1404,6.96385,1,2014,Assault on Doomrock,150,150,149241,1/2/2024,details
2178,3113,8,3089,1.974,6.4171,4,2010,The Castle of the Devil,40,20,25951,1/2/2024,details
799,2548,4,3209,2.1515,7.07649,1,2023,Isle of Trains: All Aboard,45,45,355224,1/2/2024,details
422,904,4,3280,3.8372,8.23644,2,2008,The Devil's Cauldron: The Battles for Arnhem and Nijmegen,2400,90,15369,1/2/2024,details
443,699,6,3297,3.069,7.82403,2,2008,Mégawatts,120,120,39336,1/2/2024,details
939,2593,4,3321,2.125,6.83947,2,2019,Lanterns Dice: Lights in the Sky,45,30,274090,1/2/2024,details
497,1661,4,3348,3.2727,7.87614,1,2019,Shadows of Kilforth: A Fantasy Quest Game,180,45,238916,1/2/2024,details
1978,2919,5,3390,1.4286,6.32351,2,2009,String Railway,30,30,76674,1/2/2024,details
1020,2341,5,3474,1.1667,6.75912,1,2016,Beasts of Balance,30,15,185709,1/2/2024,details
773,948,5,3497,2.625,6.90464,2,2010,"Sun, Sea & Sand",60,60,84772,1/2/2024,details
578,723,8,3543,1.4286,7.21585,4,2016,Tiefe Taschen,50,20,186864,1/2/2024,details
1271,2675,4,3545,2.3838,6.545,2,2011,Battleship Galaxies,70,70,93538,1/2/2024,details
2119,3083,4,3565,2.1698,6.25041,2,2008,Toledo,60,45,34599,1/2/2024,details
903,1774,8,3663,2.4694,6.8554,2,1425,Tarot,30,30,4505,1/2/2024,details
515,1795,5,3643,3.6364,7.44379,1,2022,Fall of the Mountain King,90,60,334829,1/2/2024,details
1468,3378,10,3640,1.037,6.44967,2,2012,Tapple,30,30,129556,1/2/2024,details
949,1461,4,3678,2.3594,6.66311,2,2012,Courtier,45,45,122891,1/2/2024,details
2336,2718,6,3697,1.9542,6.21953,2,2004,Tongiaki: Journey into the Unknown,45,45,9028,1/2/2024,details
1429,1670,4,3734,2.1549,6.38737,2,2008,Ice Flow,75,45,31133,1/2/2024,details
971,2376,4,3876,1,6.60167,2,2021,The Fuzzies,15,5,314421,1/2/2024,details
833,1205,6,4013,2.0303,6.685,3,2003,Maka Bana,60,45,8147,1/2/2024,details
700,2186,8,4066,2.3077,6.77313,2,2017,Catacombs & Castles,60,30,194286,1/2/2024,details
299,1096,2,4067,3.725,8.16405,1,2010,Battle Above the Clouds,180,180,33665,1/2/2024,details
725,1218,5,4172,2.5532,6.70062,2,2014,Pay Dirt,90,90,125050,1/2/2024,details
443,1324,6,4124,1,7.33532,4,2014,Telestrations: 6 Player Family Pack,20,15,216798,1/2/2024,details
927,1346,5,4196,1.5618,6.48527,2,2006,Cartagena 2. The Pirate's Nest,45,45,25823,1/2/2024,details
597,734,6,4213,2.8727,6.8378,2,2001,Volldampf,90,90,1338,1/2/2024,details
469,821,99,4220,2.9074,7.25648,2,2000,Warmaster,120,120,4985,1/2/2024,details
1331,1248,4,4216,1.2137,6.28719,1,2003,Reiner Knizia's Decathlon,45,45,6955,1/2/2024,details
692,1051,4,4263,2.4359,6.67574,2,2011,Fealty,30,15,96704,1/2/2024,details
458,3277,3,4288,2.8333,7.42131,2,2021,Marvel Villainous: Mischief & Malice,80,40,335528,1/2/2024,details
427,1406,7,3418,4.4516,7.8735,3,2016,1844/1854,300,300,183308,1/2/2024,details
526,1555,0,3486,2,7.41895,0,2008,Decktet,30,30,37301,1/2/2024,details
614,1574,2,3522,3.384,7.34987,1,2005,Silent War,7500,60,17484,1/2/2024,details
448,1084,2,3657,2.9577,7.63257,2,2009,The Caucasus Campaign,360,360,33003,1/2/2024,details
872,881,4,3664,2.069,6.71711,2,2011,Rapa Nui,40,40,103132,1/2/2024,details
453,974,6,3651,1.0667,7.53255,3,2017,Mutabo,45,25,238094,1/2/2024,details
429,1039,5,3571,2.6667,7.6971,1,2023,Wild Tiled West,90,45,342032,1/2/2024,details
472,2451,2,3711,2.4,7.51117,2,2018,Smash Up: That '70s Expansion,45,45,241225,1/2/2024,details
524,1239,2,3749,2.6667,7.23599,2,2016,High Treason: The Trial of Louis Riel,45,30,197072,1/2/2024,details
462,1036,6,3743,1.25,7.4194,2,2021,Enchanted Plumes,40,20,322010,1/2/2024,details
512,266,4,3820,2.1176,7.18921,2,1974,Ninety-Nine,60,60,6688,1/2/2024,details
841,1309,2,3832,2.6027,6.7866,2,2004,Vs System,15,15,13293,1/2/2024,details
416,758,4,3936,3.4423,7.7887,1,2022,Luna Maris,120,30,319392,1/2/2024,details
954,2790,4,3908,2.1,6.52573,1,2022,Exit: The Game – The Lord of the Rings: Shadows over Middle-earth,90,45,341573,1/2/2024,details
545,431,2,3978,2.72,7.13578,2,1969,Lines of Action,20,20,3406,1/2/2024,details
486,1661,4,3967,2.4545,7.65342,2,2022,Disney Sorcerer's Arena: Epic Alliances Core Set,0,35,357746,1/2/2024,details
346,1423,2,4081,3.9444,8.04491,1,2016,"Silver Bayonet: The First Team in Vietnam, 1965 (25th Anniversary Edition)",960,30,214996,1/2/2024,details
444,1521,2,4098,2.8657,7.3918,2,2005,The Mighty Endeavor,360,360,14080,1/2/2024,details
533,1248,2,4136,1.7,7.09591,1,2019,Pocket Landship,45,15,265204,1/2/2024,details
450,800,2,4159,4.375,7.40841,2,2010,Warhammer: The Game of Fantasy Battles (8th Edition),360,180,130552,1/2/2024,details
801,1492,5,4276,1.1111,6.59887,3,2017,Smile,30,30,227893,1/2/2024,details
575,1187,6,4279,2.1429,6.9487,2,2014,A Touch of Evil: Dark Gothic,60,60,146784,1/2/2024,details
381,861,2,4328,2.7536,7.56542,2,2008,World at War: Blood and Bridges,90,90,35035,1/2/2024,details
535,1861,1,4385,2.2,6.99672,1,2020,Ragemore,20,20,269420,1/2/2024,details
