value,name,bgg_id,date,type,classification
Fantasy,Arcana,45134,1/2/2024,classification,boardgamecategory
Dice,Rolling Freight,74390,1/2/2024,classification,boardgamecategory
Trains,Rolling Freight,74390,1/2/2024,classification,boardgamecategory
Transportation,Rolling Freight,74390,1/2/2024,classification,boardgamecategory
Fantasy,Century: Golem Edition – Eastern Mountains,283619,1/2/2024,classification,boardgamecategory
Card Game,King's Breakfast,6263,1/2/2024,classification,boardgamecategory
City Building,Ground Floor,38765,1/2/2024,classification,boardgamecategory
Economic,Ground Floor,38765,1/2/2024,classification,boardgamecategory
Industry / Manufacturing,Ground Floor,38765,1/2/2024,classification,boardgamecategory
Card Game,The Great Split,366752,1/2/2024,classification,boardgamecategory
Card Game,Rocky Road à la Mode,200726,1/2/2024,classification,boardgamecategory
Racing,Automobiles,180680,1/2/2024,classification,boardgamecategory
Sports,Automobiles,180680,1/2/2024,classification,boardgamecategory
Transportation,Automobiles,180680,1/2/2024,classification,boardgamecategory
Card Game,Unlock!: Exotic Adventures – Scheherazade's Last Tale,258413,1/2/2024,classification,boardgamecategory
Exploration,Unlock!: Exotic Adventures – Scheherazade's Last Tale,258413,1/2/2024,classification,boardgamecategory
Puzzle,Unlock!: Exotic Adventures – Scheherazade's Last Tale,258413,1/2/2024,classification,boardgamecategory
Real-time,Unlock!: Exotic Adventures – Scheherazade's Last Tale,258413,1/2/2024,classification,boardgamecategory
Music,Come Together,361025,1/2/2024,classification,boardgamecategory
Economic,Grand Cru,75212,1/2/2024,classification,boardgamecategory
Farming,Grand Cru,75212,1/2/2024,classification,boardgamecategory
Card Game,Jambo,12002,1/2/2024,classification,boardgamecategory
Economic,Jambo,12002,1/2/2024,classification,boardgamecategory
Animals,Nimalia,361850,1/2/2024,classification,boardgamecategory
Environmental,Nimalia,361850,1/2/2024,classification,boardgamecategory
Territory Building,Nimalia,361850,1/2/2024,classification,boardgamecategory
Civil War,Ikusa,221,1/2/2024,classification,boardgamecategory
Medieval,Ikusa,221,1/2/2024,classification,boardgamecategory
Territory Building,Ikusa,221,1/2/2024,classification,boardgamecategory
Wargame,Ikusa,221,1/2/2024,classification,boardgamecategory
Card Game,Mindbug: First Contact,345584,1/2/2024,classification,boardgamecategory
Fantasy,Mindbug: First Contact,345584,1/2/2024,classification,boardgamecategory
Card Game,Mystery Rummy: Murders in the Rue Morgue,371,1/2/2024,classification,boardgamecategory
Murder/Mystery,Mystery Rummy: Murders in the Rue Morgue,371,1/2/2024,classification,boardgamecategory
Card Game,Maskmen,159581,1/2/2024,classification,boardgamecategory
Sports,Maskmen,159581,1/2/2024,classification,boardgamecategory
Exploration,Jenseits von Theben,13883,1/2/2024,classification,boardgamecategory
Travel,Jenseits von Theben,13883,1/2/2024,classification,boardgamecategory
Miniatures,The Great War,173105,1/2/2024,classification,boardgamecategory
Wargame,The Great War,173105,1/2/2024,classification,boardgamecategory
World War I,The Great War,173105,1/2/2024,classification,boardgamecategory
Adventure,The Lord of the Rings: The Card Game – Revised Core Set,349067,1/2/2024,classification,boardgamecategory
Card Game,The Lord of the Rings: The Card Game – Revised Core Set,349067,1/2/2024,classification,boardgamecategory
Collectible Components,The Lord of the Rings: The Card Game – Revised Core Set,349067,1/2/2024,classification,boardgamecategory
Fantasy,The Lord of the Rings: The Card Game – Revised Core Set,349067,1/2/2024,classification,boardgamecategory
Novel-based,The Lord of the Rings: The Card Game – Revised Core Set,349067,1/2/2024,classification,boardgamecategory
Card Game,Call to Adventure: Epic Origins,351077,1/2/2024,classification,boardgamecategory
Fantasy,Call to Adventure: Epic Origins,351077,1/2/2024,classification,boardgamecategory
Adventure,The Light in the Mist,341519,1/2/2024,classification,boardgamecategory
Deduction,The Light in the Mist,341519,1/2/2024,classification,boardgamecategory
Fantasy,The Light in the Mist,341519,1/2/2024,classification,boardgamecategory
Murder/Mystery,The Light in the Mist,341519,1/2/2024,classification,boardgamecategory
Puzzle,The Light in the Mist,341519,1/2/2024,classification,boardgamecategory
Fantasy,Assault of the Giants,201455,1/2/2024,classification,boardgamecategory
Miniatures,Assault of the Giants,201455,1/2/2024,classification,boardgamecategory
Card Game,Smash Up: Awesome Level 9000,134726,1/2/2024,classification,boardgamecategory
Fantasy,Smash Up: Awesome Level 9000,134726,1/2/2024,classification,boardgamecategory
Horror,Smash Up: Awesome Level 9000,134726,1/2/2024,classification,boardgamecategory
Humor,Smash Up: Awesome Level 9000,134726,1/2/2024,classification,boardgamecategory
Spies/Secret Agents,Smash Up: Awesome Level 9000,134726,1/2/2024,classification,boardgamecategory
Economic,1817,63170,1/2/2024,classification,boardgamecategory
Trains,1817,63170,1/2/2024,classification,boardgamecategory
Transportation,1817,63170,1/2/2024,classification,boardgamecategory
Age of Reason,Washington's War,38996,1/2/2024,classification,boardgamecategory
American Revolutionary War,Washington's War,38996,1/2/2024,classification,boardgamecategory
Wargame,Washington's War,38996,1/2/2024,classification,boardgamecategory
Humor,Dream Crush,315059,1/2/2024,classification,boardgamecategory
Party Game,Dream Crush,315059,1/2/2024,classification,boardgamecategory
Action / Dexterity,Light Speed,5534,1/2/2024,classification,boardgamecategory
Fighting,Light Speed,5534,1/2/2024,classification,boardgamecategory
Print & Play,Light Speed,5534,1/2/2024,classification,boardgamecategory
Real-time,Light Speed,5534,1/2/2024,classification,boardgamecategory
Science Fiction,Light Speed,5534,1/2/2024,classification,boardgamecategory
Abstract Strategy,Gorinto,270293,1/2/2024,classification,boardgamecategory
Adventure,Machina Arcana,144743,1/2/2024,classification,boardgamecategory
Dice,Machina Arcana,144743,1/2/2024,classification,boardgamecategory
Exploration,Machina Arcana,144743,1/2/2024,classification,boardgamecategory
Fantasy,Machina Arcana,144743,1/2/2024,classification,boardgamecategory
Fighting,Machina Arcana,144743,1/2/2024,classification,boardgamecategory
Horror,Machina Arcana,144743,1/2/2024,classification,boardgamecategory
Mythology,Machina Arcana,144743,1/2/2024,classification,boardgamecategory
Science Fiction,Machina Arcana,144743,1/2/2024,classification,boardgamecategory
Card Game,A Game of Thrones: The Card Game,39953,1/2/2024,classification,boardgamecategory
Collectible Components,A Game of Thrones: The Card Game,39953,1/2/2024,classification,boardgamecategory
Fantasy,A Game of Thrones: The Card Game,39953,1/2/2024,classification,boardgamecategory
Fighting,A Game of Thrones: The Card Game,39953,1/2/2024,classification,boardgamecategory
Negotiation,A Game of Thrones: The Card Game,39953,1/2/2024,classification,boardgamecategory
Novel-based,A Game of Thrones: The Card Game,39953,1/2/2024,classification,boardgamecategory
Economic,Halls of Hegra,336131,1/2/2024,classification,boardgamecategory
Wargame,Halls of Hegra,336131,1/2/2024,classification,boardgamecategory
World War II,Halls of Hegra,336131,1/2/2024,classification,boardgamecategory
Economic,The Last Spike,177875,1/2/2024,classification,boardgamecategory
Trains,The Last Spike,177875,1/2/2024,classification,boardgamecategory
Animals,Viva Topo!,8195,1/2/2024,classification,boardgamecategory
Children's Game,Viva Topo!,8195,1/2/2024,classification,boardgamecategory
Dice,Viva Topo!,8195,1/2/2024,classification,boardgamecategory
Fantasy,Lost Legends,131891,1/2/2024,classification,boardgamecategory
Medieval,The Red Dragon Inn 4,142402,1/2/2024,classification,boardgamecategory
Party Game,The Red Dragon Inn 4,142402,1/2/2024,classification,boardgamecategory
Fantasy,Wildlands,244654,1/2/2024,classification,boardgamecategory
Fighting,Wildlands,244654,1/2/2024,classification,boardgamecategory
Miniatures,Wildlands,244654,1/2/2024,classification,boardgamecategory
Negotiation,Genoa,1345,1/2/2024,classification,boardgamecategory
Renaissance,Genoa,1345,1/2/2024,classification,boardgamecategory
Card Game,Time Bomb Evolution,231748,1/2/2024,classification,boardgamecategory
Spies/Secret Agents,Time Bomb Evolution,231748,1/2/2024,classification,boardgamecategory
Abstract Strategy,Mandala,264241,1/2/2024,classification,boardgamecategory
Card Game,Mandala,264241,1/2/2024,classification,boardgamecategory
Card Game,Art Robbery,341935,1/2/2024,classification,boardgamecategory
Post-Napoleonic,Obsession,231733,1/2/2024,classification,boardgamecategory
Animals,Darwin's Choice,250309,1/2/2024,classification,boardgamecategory
Card Game,Darwin's Choice,250309,1/2/2024,classification,boardgamecategory
Educational,Darwin's Choice,250309,1/2/2024,classification,boardgamecategory
Environmental,Darwin's Choice,250309,1/2/2024,classification,boardgamecategory
Card Game,Smash Up: Cease and Desist,198487,1/2/2024,classification,boardgamecategory
Fantasy,Smash Up: Cease and Desist,198487,1/2/2024,classification,boardgamecategory
Fantasy,Small World Underground,97786,1/2/2024,classification,boardgamecategory
Fighting,Small World Underground,97786,1/2/2024,classification,boardgamecategory
Territory Building,Small World Underground,97786,1/2/2024,classification,boardgamecategory
Animals,Freshwater Fly,262540,1/2/2024,classification,boardgamecategory
Dice,Freshwater Fly,262540,1/2/2024,classification,boardgamecategory
Environmental,Freshwater Fly,262540,1/2/2024,classification,boardgamecategory
Puzzle,Freshwater Fly,262540,1/2/2024,classification,boardgamecategory
Sports,Freshwater Fly,262540,1/2/2024,classification,boardgamecategory
Card Game,Canasta,17104,1/2/2024,classification,boardgamecategory
Animals,Dale of Merchants Collection,251551,1/2/2024,classification,boardgamecategory
Card Game,Dale of Merchants Collection,251551,1/2/2024,classification,boardgamecategory
Fantasy,Dale of Merchants Collection,251551,1/2/2024,classification,boardgamecategory
Card Game,Call of Cthulhu: The Card Game,40270,1/2/2024,classification,boardgamecategory
Collectible Components,Call of Cthulhu: The Card Game,40270,1/2/2024,classification,boardgamecategory
Fantasy,Call of Cthulhu: The Card Game,40270,1/2/2024,classification,boardgamecategory
Horror,Call of Cthulhu: The Card Game,40270,1/2/2024,classification,boardgamecategory
Novel-based,Call of Cthulhu: The Card Game,40270,1/2/2024,classification,boardgamecategory
Adventure,Cosmoctopus,362020,1/2/2024,classification,boardgamecategory
Fantasy,Cosmoctopus,362020,1/2/2024,classification,boardgamecategory
Horror,Cosmoctopus,362020,1/2/2024,classification,boardgamecategory
Action / Dexterity,Junk Art,193042,1/2/2024,classification,boardgamecategory
Party Game,Junk Art,193042,1/2/2024,classification,boardgamecategory
Economic,Nauticus,144415,1/2/2024,classification,boardgamecategory
Nautical,Nauticus,144415,1/2/2024,classification,boardgamecategory
Transportation,Nauticus,144415,1/2/2024,classification,boardgamecategory
Card Game,Villages of Valeria,180040,1/2/2024,classification,boardgamecategory
City Building,Villages of Valeria,180040,1/2/2024,classification,boardgamecategory
Fantasy,Villages of Valeria,180040,1/2/2024,classification,boardgamecategory
Medieval,Byzantium,19348,1/2/2024,classification,boardgamecategory
Political,Byzantium,19348,1/2/2024,classification,boardgamecategory
Wargame,Byzantium,19348,1/2/2024,classification,boardgamecategory
Economic,Kanban: Driver's Edition,109276,1/2/2024,classification,boardgamecategory
Industry / Manufacturing,Kanban: Driver's Edition,109276,1/2/2024,classification,boardgamecategory
Adventure,Vast: The Crystal Caverns,170416,1/2/2024,classification,boardgamecategory
Exploration,Vast: The Crystal Caverns,170416,1/2/2024,classification,boardgamecategory
Fantasy,Vast: The Crystal Caverns,170416,1/2/2024,classification,boardgamecategory
Print & Play,Vast: The Crystal Caverns,170416,1/2/2024,classification,boardgamecategory
Bluffing,Salem 1692,175549,1/2/2024,classification,boardgamecategory
Card Game,Salem 1692,175549,1/2/2024,classification,boardgamecategory
Deduction,Salem 1692,175549,1/2/2024,classification,boardgamecategory
Party Game,Salem 1692,175549,1/2/2024,classification,boardgamecategory
Print & Play,Salem 1692,175549,1/2/2024,classification,boardgamecategory
Ancient,Ankh: Gods of Egypt,285967,1/2/2024,classification,boardgamecategory
Fighting,Ankh: Gods of Egypt,285967,1/2/2024,classification,boardgamecategory
Miniatures,Ankh: Gods of Egypt,285967,1/2/2024,classification,boardgamecategory
Mythology,Ankh: Gods of Egypt,285967,1/2/2024,classification,boardgamecategory
Card Game,Ilôs,219232,1/2/2024,classification,boardgamecategory
Exploration,Ilôs,219232,1/2/2024,classification,boardgamecategory
Renaissance,Ilôs,219232,1/2/2024,classification,boardgamecategory
Comic Book / Strip,Marvel Zombies: A Zombicide Game,351817,1/2/2024,classification,boardgamecategory
Horror,Marvel Zombies: A Zombicide Game,351817,1/2/2024,classification,boardgamecategory
Miniatures,Marvel Zombies: A Zombicide Game,351817,1/2/2024,classification,boardgamecategory
Movies / TV / Radio theme,Marvel Zombies: A Zombicide Game,351817,1/2/2024,classification,boardgamecategory
Zombies,Marvel Zombies: A Zombicide Game,351817,1/2/2024,classification,boardgamecategory
Card Game,Isle of Trains,154906,1/2/2024,classification,boardgamecategory
Trains,Isle of Trains,154906,1/2/2024,classification,boardgamecategory
Transportation,Isle of Trains,154906,1/2/2024,classification,boardgamecategory
American West,The Few and Cursed,253807,1/2/2024,classification,boardgamecategory
Comic Book / Strip,The Few and Cursed,253807,1/2/2024,classification,boardgamecategory
Ancient,The Settlers of Canaan,3655,1/2/2024,classification,boardgamecategory
Civilization,The Settlers of Canaan,3655,1/2/2024,classification,boardgamecategory
Religious,The Settlers of Canaan,3655,1/2/2024,classification,boardgamecategory
Animals,Frank's Zoo,340,1/2/2024,classification,boardgamecategory
Card Game,Frank's Zoo,340,1/2/2024,classification,boardgamecategory
Bluffing,Overseers,176803,1/2/2024,classification,boardgamecategory
Card Game,Overseers,176803,1/2/2024,classification,boardgamecategory
Abstract Strategy,Noctiluca,269752,1/2/2024,classification,boardgamecategory
Dice,Noctiluca,269752,1/2/2024,classification,boardgamecategory
Puzzle,Noctiluca,269752,1/2/2024,classification,boardgamecategory
Adventure,Tomb,29581,1/2/2024,classification,boardgamecategory
Exploration,Tomb,29581,1/2/2024,classification,boardgamecategory
Fantasy,Tomb,29581,1/2/2024,classification,boardgamecategory
Fighting,Tomb,29581,1/2/2024,classification,boardgamecategory
Medieval,Tomb,29581,1/2/2024,classification,boardgamecategory
Action / Dexterity,Jungle Speed,8098,1/2/2024,classification,boardgamecategory
Card Game,Jungle Speed,8098,1/2/2024,classification,boardgamecategory
Party Game,Jungle Speed,8098,1/2/2024,classification,boardgamecategory
Real-time,Jungle Speed,8098,1/2/2024,classification,boardgamecategory
Environmental,Pandemic Legacy: Season 2,221107,1/2/2024,classification,boardgamecategory
Exploration,Pandemic Legacy: Season 2,221107,1/2/2024,classification,boardgamecategory
Medical,Pandemic Legacy: Season 2,221107,1/2/2024,classification,boardgamecategory
Science Fiction,Pandemic Legacy: Season 2,221107,1/2/2024,classification,boardgamecategory
Card Game,MANTIS,358690,1/2/2024,classification,boardgamecategory
Deduction,Detective: A Modern Crime Board Game,223321,1/2/2024,classification,boardgamecategory
Murder/Mystery,Detective: A Modern Crime Board Game,223321,1/2/2024,classification,boardgamecategory
Abstract Strategy,Okiya,125311,1/2/2024,classification,boardgamecategory
Economic,Vinhos,42052,1/2/2024,classification,boardgamecategory
Farming,Vinhos,42052,1/2/2024,classification,boardgamecategory
Industry / Manufacturing,Vinhos,42052,1/2/2024,classification,boardgamecategory
Negotiation,Here I Stand: 500th Anniversary Edition,242722,1/2/2024,classification,boardgamecategory
Pike and Shot,Here I Stand: 500th Anniversary Edition,242722,1/2/2024,classification,boardgamecategory
Political,Here I Stand: 500th Anniversary Edition,242722,1/2/2024,classification,boardgamecategory
Religious,Here I Stand: 500th Anniversary Edition,242722,1/2/2024,classification,boardgamecategory
Renaissance,Here I Stand: 500th Anniversary Edition,242722,1/2/2024,classification,boardgamecategory
Wargame,Here I Stand: 500th Anniversary Edition,242722,1/2/2024,classification,boardgamecategory
Bluffing,Cosmic Encounter,39463,1/2/2024,classification,boardgamecategory
Negotiation,Cosmic Encounter,39463,1/2/2024,classification,boardgamecategory
Science Fiction,Cosmic Encounter,39463,1/2/2024,classification,boardgamecategory
Space Exploration,Cosmic Encounter,39463,1/2/2024,classification,boardgamecategory
Deduction,Exit: The Game – Dead Man on the Orient Express,226522,1/2/2024,classification,boardgamecategory
Murder/Mystery,Exit: The Game – Dead Man on the Orient Express,226522,1/2/2024,classification,boardgamecategory
Puzzle,Exit: The Game – Dead Man on the Orient Express,226522,1/2/2024,classification,boardgamecategory
Real-time,Exit: The Game – Dead Man on the Orient Express,226522,1/2/2024,classification,boardgamecategory
Wargame,Zombicide: Gear Up,364792,1/2/2024,classification,boardgamecategory
Zombies,Zombicide: Gear Up,364792,1/2/2024,classification,boardgamecategory
Card Game,Unmatched: Cobble & Fog,294484,1/2/2024,classification,boardgamecategory
Fantasy,Unmatched: Cobble & Fog,294484,1/2/2024,classification,boardgamecategory
Fighting,Unmatched: Cobble & Fog,294484,1/2/2024,classification,boardgamecategory
Horror,Unmatched: Cobble & Fog,294484,1/2/2024,classification,boardgamecategory
Exploration,Bargain Basement Bathysphere,255360,1/2/2024,classification,boardgamecategory
Nautical,Bargain Basement Bathysphere,255360,1/2/2024,classification,boardgamecategory
Print & Play,Bargain Basement Bathysphere,255360,1/2/2024,classification,boardgamecategory
Card Game,Hanafuda,5451,1/2/2024,classification,boardgamecategory
Game System,Hanafuda,5451,1/2/2024,classification,boardgamecategory
Dice,OctoDice,180231,1/2/2024,classification,boardgamecategory
Abstract Strategy,Mexica,2955,1/2/2024,classification,boardgamecategory
City Building,Mexica,2955,1/2/2024,classification,boardgamecategory
Territory Building,Mexica,2955,1/2/2024,classification,boardgamecategory
Card Game,Legacy: Gears of Time,119781,1/2/2024,classification,boardgamecategory
Exploration,Legacy: Gears of Time,119781,1/2/2024,classification,boardgamecategory
Science Fiction,Legacy: Gears of Time,119781,1/2/2024,classification,boardgamecategory
Horror,Who Goes There? 2nd Edition,318474,1/2/2024,classification,boardgamecategory
Novel-based,Who Goes There? 2nd Edition,318474,1/2/2024,classification,boardgamecategory
Science Fiction,Who Goes There? 2nd Edition,318474,1/2/2024,classification,boardgamecategory
City Building,Antiquity,13122,1/2/2024,classification,boardgamecategory
Civilization,Antiquity,13122,1/2/2024,classification,boardgamecategory
Economic,Antiquity,13122,1/2/2024,classification,boardgamecategory
Environmental,Antiquity,13122,1/2/2024,classification,boardgamecategory
Medieval,Antiquity,13122,1/2/2024,classification,boardgamecategory
Adventure,Dungeons & Dragons: The Legend of Drizzt Board Game,91872,1/2/2024,classification,boardgamecategory
Exploration,Dungeons & Dragons: The Legend of Drizzt Board Game,91872,1/2/2024,classification,boardgamecategory
Fantasy,Dungeons & Dragons: The Legend of Drizzt Board Game,91872,1/2/2024,classification,boardgamecategory
Fighting,Dungeons & Dragons: The Legend of Drizzt Board Game,91872,1/2/2024,classification,boardgamecategory
Miniatures,Dungeons & Dragons: The Legend of Drizzt Board Game,91872,1/2/2024,classification,boardgamecategory
Novel-based,Dungeons & Dragons: The Legend of Drizzt Board Game,91872,1/2/2024,classification,boardgamecategory
Dice,Rory's Story Cubes: Actions,89415,1/2/2024,classification,boardgamecategory
Economic,Merchants of Amsterdam,531,1/2/2024,classification,boardgamecategory
Real-time,Merchants of Amsterdam,531,1/2/2024,classification,boardgamecategory
Renaissance,Merchants of Amsterdam,531,1/2/2024,classification,boardgamecategory
Fantasy,Small World,40692,1/2/2024,classification,boardgamecategory
Fighting,Small World,40692,1/2/2024,classification,boardgamecategory
Territory Building,Small World,40692,1/2/2024,classification,boardgamecategory
Card Game,Through the Ages: A New Story of Civilization,182028,1/2/2024,classification,boardgamecategory
Civilization,Through the Ages: A New Story of Civilization,182028,1/2/2024,classification,boardgamecategory
Economic,Through the Ages: A New Story of Civilization,182028,1/2/2024,classification,boardgamecategory
Card Game,Unlock!: Exotic Adventures – Expedition: Challenger,258411,1/2/2024,classification,boardgamecategory
Exploration,Unlock!: Exotic Adventures – Expedition: Challenger,258411,1/2/2024,classification,boardgamecategory
Puzzle,Unlock!: Exotic Adventures – Expedition: Challenger,258411,1/2/2024,classification,boardgamecategory
Real-time,Unlock!: Exotic Adventures – Expedition: Challenger,258411,1/2/2024,classification,boardgamecategory
Fantasy,Sorcerer City,235014,1/2/2024,classification,boardgamecategory
Real-time,Sorcerer City,235014,1/2/2024,classification,boardgamecategory
Fantasy,Keep the Heroes Out!,333255,1/2/2024,classification,boardgamecategory
Modern Warfare,The British Way: Counterinsurgency at the End of Empire,342921,1/2/2024,classification,boardgamecategory
Political,The British Way: Counterinsurgency at the End of Empire,342921,1/2/2024,classification,boardgamecategory
Wargame,The British Way: Counterinsurgency at the End of Empire,342921,1/2/2024,classification,boardgamecategory
Economic,Empire Builder,168,1/2/2024,classification,boardgamecategory
Trains,Empire Builder,168,1/2/2024,classification,boardgamecategory
Fighting,Lost Legends,131891,1/2/2024,classification,boardgamecategory
Puzzle,Cosmic Factory,253379,1/2/2024,classification,boardgamecategory
Real-time,Cosmic Factory,253379,1/2/2024,classification,boardgamecategory
Space Exploration,Cosmic Factory,253379,1/2/2024,classification,boardgamecategory
Adventure,Mage Knight Dungeons,2876,1/2/2024,classification,boardgamecategory
Collectible Components,Mage Knight Dungeons,2876,1/2/2024,classification,boardgamecategory
Exploration,Mage Knight Dungeons,2876,1/2/2024,classification,boardgamecategory
Fantasy,Mage Knight Dungeons,2876,1/2/2024,classification,boardgamecategory
Fighting,Mage Knight Dungeons,2876,1/2/2024,classification,boardgamecategory
Maze,Mage Knight Dungeons,2876,1/2/2024,classification,boardgamecategory
Miniatures,Mage Knight Dungeons,2876,1/2/2024,classification,boardgamecategory
Animals,"Air, Land, and Sea: Critters at War",342857,1/2/2024,classification,boardgamecategory
Card Game,"Air, Land, and Sea: Critters at War",342857,1/2/2024,classification,boardgamecategory
Wargame,"Air, Land, and Sea: Critters at War",342857,1/2/2024,classification,boardgamecategory
Medieval,Mists over Carcassonne,358124,1/2/2024,classification,boardgamecategory
Economic,Princes of the Renaissance,8045,1/2/2024,classification,boardgamecategory
Negotiation,Princes of the Renaissance,8045,1/2/2024,classification,boardgamecategory
Renaissance,Princes of the Renaissance,8045,1/2/2024,classification,boardgamecategory
Economic,Elasund: The First City,19526,1/2/2024,classification,boardgamecategory
Territory Building,Elasund: The First City,19526,1/2/2024,classification,boardgamecategory
Economic,Kolejka,85325,1/2/2024,classification,boardgamecategory
Educational,Kolejka,85325,1/2/2024,classification,boardgamecategory
Political,Kolejka,85325,1/2/2024,classification,boardgamecategory
Fantasy,"D6: Dungeons, Dudes, Dames, Danger, Dice and Dragons!",262274,1/2/2024,classification,boardgamecategory
Economic,Cargo Noir,90305,1/2/2024,classification,boardgamecategory
Mythology,Yggdrasil Chronicles,284333,1/2/2024,classification,boardgamecategory
Wargame,Field Commander: Rommel,28829,1/2/2024,classification,boardgamecategory
World War II,Field Commander: Rommel,28829,1/2/2024,classification,boardgamecategory
Card Game,Guildhall: Job Faire,142121,1/2/2024,classification,boardgamecategory
Medieval,Guildhall: Job Faire,142121,1/2/2024,classification,boardgamecategory
Abstract Strategy,The Blood of an Englishman,206504,1/2/2024,classification,boardgamecategory
Card Game,The Blood of an Englishman,206504,1/2/2024,classification,boardgamecategory
Novel-based,The Blood of an Englishman,206504,1/2/2024,classification,boardgamecategory
Humor,Ugg-Tect,60131,1/2/2024,classification,boardgamecategory
Party Game,Ugg-Tect,60131,1/2/2024,classification,boardgamecategory
Prehistoric,Ugg-Tect,60131,1/2/2024,classification,boardgamecategory
Real-time,Ugg-Tect,60131,1/2/2024,classification,boardgamecategory
Card Game,DC Deck-Building Game: Rivals – Batman vs The Joker,160958,1/2/2024,classification,boardgamecategory
Comic Book / Strip,DC Deck-Building Game: Rivals – Batman vs The Joker,160958,1/2/2024,classification,boardgamecategory
Card Game,Hearts,6887,1/2/2024,classification,boardgamecategory
Card Game,Pit,140,1/2/2024,classification,boardgamecategory
Economic,Pit,140,1/2/2024,classification,boardgamecategory
Party Game,Pit,140,1/2/2024,classification,boardgamecategory
Card Game,Herbaceous,195314,1/2/2024,classification,boardgamecategory
Print & Play,Herbaceous,195314,1/2/2024,classification,boardgamecategory
Action / Dexterity,A Game of Cat & Mouth,321539,1/2/2024,classification,boardgamecategory
Real-time,A Game of Cat & Mouth,321539,1/2/2024,classification,boardgamecategory
Adventure,Betrayal at House on the Hill,10547,1/2/2024,classification,boardgamecategory
Exploration,Betrayal at House on the Hill,10547,1/2/2024,classification,boardgamecategory
Horror,Betrayal at House on the Hill,10547,1/2/2024,classification,boardgamecategory
Miniatures,Betrayal at House on the Hill,10547,1/2/2024,classification,boardgamecategory
Card Game,Shamans,313262,1/2/2024,classification,boardgamecategory
Deduction,Shamans,313262,1/2/2024,classification,boardgamecategory
Fantasy,Shamans,313262,1/2/2024,classification,boardgamecategory
Card Game,King of the Dice,235922,1/2/2024,classification,boardgamecategory
Dice,King of the Dice,235922,1/2/2024,classification,boardgamecategory
Fantasy,King of the Dice,235922,1/2/2024,classification,boardgamecategory
Animals,Here to Slay,299252,1/2/2024,classification,boardgamecategory
Card Game,Here to Slay,299252,1/2/2024,classification,boardgamecategory
Dice,Here to Slay,299252,1/2/2024,classification,boardgamecategory
Fantasy,Here to Slay,299252,1/2/2024,classification,boardgamecategory
Fighting,Here to Slay,299252,1/2/2024,classification,boardgamecategory
Ancient,Triumvirate,53168,1/2/2024,classification,boardgamecategory
Bluffing,Triumvirate,53168,1/2/2024,classification,boardgamecategory
Card Game,Triumvirate,53168,1/2/2024,classification,boardgamecategory
Deduction,Triumvirate,53168,1/2/2024,classification,boardgamecategory
Card Game,Moonrakers,270239,1/2/2024,classification,boardgamecategory
Science Fiction,Moonrakers,270239,1/2/2024,classification,boardgamecategory
Civilization,Empires of the Middle Ages,911,1/2/2024,classification,boardgamecategory
Economic,Empires of the Middle Ages,911,1/2/2024,classification,boardgamecategory
Medieval,Empires of the Middle Ages,911,1/2/2024,classification,boardgamecategory
Political,Empires of the Middle Ages,911,1/2/2024,classification,boardgamecategory
Wargame,Empires of the Middle Ages,911,1/2/2024,classification,boardgamecategory
Dice,Can't Stop,41,1/2/2024,classification,boardgamecategory
Racing,Can't Stop,41,1/2/2024,classification,boardgamecategory
Card Game,Burger Up,186701,1/2/2024,classification,boardgamecategory
Puzzle,Burger Up,186701,1/2/2024,classification,boardgamecategory
Card Game,KeyForge: Age of Ascension,272453,1/2/2024,classification,boardgamecategory
Fantasy,KeyForge: Age of Ascension,272453,1/2/2024,classification,boardgamecategory
Fighting,KeyForge: Age of Ascension,272453,1/2/2024,classification,boardgamecategory
Card Game,Skytear Horde,344789,1/2/2024,classification,boardgamecategory
Adventure,Castaways,71906,1/2/2024,classification,boardgamecategory
Negotiation,Castaways,71906,1/2/2024,classification,boardgamecategory
Comic Book / Strip,Hail Hydra,256877,1/2/2024,classification,boardgamecategory
Deduction,Hail Hydra,256877,1/2/2024,classification,boardgamecategory
Party Game,Hail Hydra,256877,1/2/2024,classification,boardgamecategory
Spies/Secret Agents,Hail Hydra,256877,1/2/2024,classification,boardgamecategory
Industry / Manufacturing,Zombie State: Diplomacy of the Dead,61484,1/2/2024,classification,boardgamecategory
Medical,Zombie State: Diplomacy of the Dead,61484,1/2/2024,classification,boardgamecategory
Zombies,Zombie State: Diplomacy of the Dead,61484,1/2/2024,classification,boardgamecategory
Card Game,Legendary: Big Trouble in Little China,200171,1/2/2024,classification,boardgamecategory
Movies / TV / Radio theme,Legendary: Big Trouble in Little China,200171,1/2/2024,classification,boardgamecategory
Ancient,7 Wonders: Architects,346703,1/2/2024,classification,boardgamecategory
Card Game,Skytear,259061,1/2/2024,classification,boardgamecategory
Fantasy,Skytear,259061,1/2/2024,classification,boardgamecategory
Fighting,Skytear,259061,1/2/2024,classification,boardgamecategory
Miniatures,Skytear,259061,1/2/2024,classification,boardgamecategory
Video Game Theme,Skytear,259061,1/2/2024,classification,boardgamecategory
Adventure,Endless Winter: Paleoamericans,305096,1/2/2024,classification,boardgamecategory
Prehistoric,Endless Winter: Paleoamericans,305096,1/2/2024,classification,boardgamecategory
Territory Building,Endless Winter: Paleoamericans,305096,1/2/2024,classification,boardgamecategory
